#	Title	Knights of Cydonia
#	Source Filename	Matthew Bellamy - Knights of Cydonia.xml
0	2	9	3	-1	power
2	4	11	3	-1	power
4	8	0	3	-1	power
8	10	2	3	-1	power
10	12	2	3	-1	power
12	16	4	3	-1	power
16	18	9	3	-1	power
18	20	11	3	-1	power
20	24	0	3	-1	power
24	26	2	3	-1	power
26	28	2	3	-1	power
28	32	4	3	-1	power
32	34	9	3	-1	power
34	36	11	3	-1	power
36	40	0	3	-1	power
40	42	2	3	-1	power
42	44	2	3	-1	power
44	48	4	3	-1	power
48	50	9	3	-1	power
50	52	11	3	-1	power
52	56	0	3	-1	power
56	58	2	3	-1	power
58	60	2	3	-1	power
60	64	4	3	-1	power
64	80	9	3	-1	power
80	84	9	3	-1	power
84	88	0	3	-1	power
88	92	5	3	-1	power
92	96	0	3	-1	power
96	100	4	3	-1	power
100	104	5	3	-1	power
104	108	8	3	-1	power
108	112	9	3	-1	power
112	116	5	3	-1	power
116	120	0	3	-1	power
120	124	1	3	-1	power
124	128	8	3	-1	power
128	132	0	3	-1	power
132	136	1	3	-1	power
136	140	8	3	-1	power
140	144	0	3	-1	power
144	160	5	3	-1	power
160	164	9	3	-1	power
164	168	0	3	-1	power
168	172	5	3	-1	power
172	176	0	3	-1	power
176	180	4	3	-1	power
180	184	5	3	-1	power
184	188	8	3	-1	power
188	192	9	3	-1	power
192	196	5	3	-1	power
196	200	0	3	-1	power
200	204	1	3	-1	power
204	208	8	3	-1	power
208	212	0	3	-1	power
212	216	1	3	-1	power
216	220	8	3	-1	power
220	224	0	3	-1	power
224	240	5	3	-1	power
240	244	5	3	1	minor
244	248	8	3	0	major
248	252	1	3	0	major
252	256	8	3	0	major
256	260	0	3	-1	power
260	264	1	3	-1	power
264	268	4	3	-1	power
268	272	8	3	0	major
272	276	1	3	1	minor
276	280	8	3	0	major
280	284	9	3	0	major
284	288	4	3	0	major
288	292	8	3	0	major
292	296	9	3	0	major
296	300	4	3	0	major
300	304	8	3	0	major
304	320	1	3	1	minor
320	322	1	3	-1	power
322	324	11	3	-1	power
324	328	0	3	-1	power
328	330	2	3	-1	power
330	332	2	3	-1	power
332	336	4	3	-1	power
336	338	9	3	-1	power
338	340	11	3	-1	power
340	344	0	3	-1	power
344	346	2	3	-1	power
346	348	2	3	-1	power
348	352	4	3	-1	power
352	354	9	3	-1	power
354	356	11	3	-1	power
356	360	0	3	-1	power
360	362	2	3	-1	power
362	364	2	3	-1	power
364	368	4	3	-1	power
368	370	9	3	-1	power
370	372	11	3	-1	power
372	376	0	3	-1	power
376	378	2	3	-1	power
378	380	2	3	-1	power
380	400	4	3	-1	power
400	408	9	3	1	minor
408	416	4	3	1	minor
416	424	2	3	0	major
424	432	9	3	1	minor
432	440	9	3	1	minor
440	448	4	3	1	minor
448	456	2	3	0	major
456	464	9	3	1	minor
464	472	9	3	1	minor
472	480	4	3	1	minor
480	488	2	3	0	major
488	496	9	3	1	minor
496	504	9	3	-1	power
504	512	4	3	-1	power
512	520	2	3	-1	power
520	528	9	3	1	minor
528	536	9	3	-1	power
536	544	4	3	-1	power
544	552	2	3	-1	power
552	560	9	3	1	minor
560	568	9	3	1	minor
568	576	4	3	1	minor
576	584	2	3	0	major
584	592	9	3	1	minor
592	600	9	3	1	minor
600	608	4	3	1	minor
608	616	2	3	0	major
616	672	9	3	1	minor
