1	2	3	#
2	3	5	9
3	5	6	-5
4	6	8	-2
5	8	9	-2
6	9	10	0
7	10	11	9
8	11	12	-5
9	12	14	-2
10	14	15	-2
11	15	17	8
12	17	18	-5
13	18	20	-1
14	20	21	-2
15	21	22	0
16	22	23	8
17	23	24	-5
18	24	26	-1
19	26	27	-4
20	27	29	9
21	29	30	-5
22	30	32	-2
23	32	33	-2
24	33	34	0
25	34	35	9
26	35	36	-5
27	36	38	-2
28	38	39	-2
29	39	40	8
30	40	41	0
31	41	42	0
32	42	43	2
33	43	44	-2
34	44	45	2
35	45	48	-3
36	48	49	0
37	49	50	2
38	50	51	-2
39	51	52.5	-3
40	52.5	53	-4
41	53	54	0
42	54	55	0
43	55	56	9
44	56	57	-2
45	57	58.5	-3
46	58.5	59	-4
47	59	60	0
48	60	63	0
49	63	64	4
50	64	65	-4
51	65	66	4
52	66	67	-2
53	67	68	2
54	68	69	2
55	69	70	1
56	70	71	-1
57	71	72	1
58	72	73	1
59	73	74	1
60	74	75	-7
61	75	77	9
62	77	78	-5
63	78	80	-2
64	80	81	-2
65	81	82	0
66	82	83	9
67	83	84	-5
68	84	86	-2
69	86	87	-2
70	87	89	8
71	89	90	-5
72	90	92	-1
73	92	93	-2
74	93	94	0
75	94	95	8
76	95	96	-5
77	96	98	-1
78	98	99	-4
79	99	101	9
80	101	102	-5
81	102	104	-2
82	104	105	-2
83	105	106	0
84	106	107	9
85	107	108	-5
86	108	110	-2
87	110	111	-2
88	111	112	8
89	112	113	0
90	113	114	0
91	114	115	2
92	115	116	-2
93	116	117	2
94	117	120	-3
95	120	121	0
96	121	122	2
97	122	123	-2
98	123	124.5	-3
99	124.5	125	-4
100	125	126	0
101	126	127	0
102	127	128	9
103	128	129	-2
104	129	130.5	-3
105	130.5	131	-4
106	131	132	0
107	132	135	0
108	135	137	4
109	137	138	3
110	138	140	2
111	140	141	-6
112	141	144	-1
113	144	147	0
114	147	150	0
