1	2	3	#
2	3	3.5	5
3	3.5	5	0
4	5	6	0
5	6	6.5	0
6	6.5	8	4
7	8	9	-4
8	9	10	2
9	10	11.5	0
10	11.5	12	0
11	12	12.5	0
12	12.5	14	3
13	14	15	-3
14	15	16	2
15	16	17	1
16	17	18	2
17	18	19	0
18	19	20	-2
19	20	21	-1
20	21	22	0
21	22	23.5	-2
22	23.5	24	0
23	24	26	0
24	26	26.5	-7
25	26.5	27	0
26	27	28	5
27	28	29	0
28	29	30	0
29	30	30.5	0
30	30.5	32	4
31	32	33	-4
32	33	34	2
33	34	35.5	0
34	35.5	36	0
35	36	36.5	0
36	36.5	38	3
37	38	38.5	-1
38	38.5	39	-2
39	39	39.5	5
40	39.5	41	-3
41	41	42	-4
42	42	43	7
43	43	44.5	-3
44	44.5	45	-4
45	45	46.5	2
46	46.5	47	-2
47	47	48	2
48	48	50	-2
49	50	51	-5
50	51	52.5	5
51	52.5	53	0
52	53	54	0
53	54	55	0
54	55	56	4
55	56	57	-4
56	57	58.5	2
57	58.5	59	0
58	59	60	0
59	60	61	0
60	61	62	3
61	62	62.5	-1
62	62.5	63	-2
63	63	64	5
64	64	65.5	-3
65	65.5	66	-4
66	66	66.5	7
67	66.5	68	-3
68	68	69	-4
69	69	70.5	2
70	70.5	71	-2
71	71	72	2
72	72	74	-2
73	74	75	-5
74	77	78	0
75	78	78.5	5
76	78.5	80	0
77	80	81	0
78	81	81.5	0
79	81.5	83	4
80	83	84	-4
81	84	85	2
82	85	86.5	0
83	86.5	87	0
84	87	87.5	0
85	87.5	89	3
86	89	90	-3
87	90	91	2
88	91	92	1
89	92	93	2
90	93	94	0
91	94	95	-2
92	95	96	-1
93	96	97	0
94	97	98.5	-2
95	98.5	99	0
96	99	101	0
97	101	101.5	-7
98	101.5	102	0
99	102	103	5
100	103	104	0
101	104	105	0
102	105	105.5	0
103	105.5	107	4
104	107	108	-4
105	108	109	2
106	109	110.5	0
107	110.5	111	0
108	111	111.5	0
109	111.5	113	3
110	113	113.5	-1
111	113.5	114	-2
112	114	114.5	5
113	114.5	116	-3
114	116	117	-4
115	117	118	7
116	118	119.5	-3
117	119.5	120	-4
118	120	121.5	2
119	121.5	122	-2
120	122	123	2
121	123	125	-2
122	125	126	-5
123	126	127.5	5
124	127.5	128	0
125	128	129	0
126	129	130	0
127	130	131	4
128	131	132	-4
129	132	133.5	2
130	133.5	134	0
131	134	135	0
132	135	136	0
133	136	137	3
134	137	137.5	-1
135	137.5	138	-2
136	138	139	5
137	139	140.5	-3
138	140.5	141	-4
139	141	141.5	7
140	141.5	143	-3
141	143	144	-4
142	144	145.5	2
143	145.5	146	-2
144	146	147	2
145	147	149	-2
146	149	150	-5
147	152	153	0
148	153	153.5	5
149	153.5	155	0
150	155	156	0
151	156	156.5	0
152	156.5	158	4
153	158	159	-4
154	159	160	2
155	160	161.5	0
156	161.5	162	0
157	162	162.5	0
158	162.5	164	3
159	164	165	-3
160	165	166	2
161	166	167	1
162	167	168	2
163	168	169	0
164	169	170	-2
165	170	171	-1
166	171	172	0
167	172	173.5	-2
168	173.5	174	0
169	174	176	0
170	176	176.5	-7
171	176.5	177	0
172	177	178	5
173	178	179	0
174	179	180	0
175	180	180.5	0
176	180.5	182	4
177	182	183	-4
178	183	184	2
179	184	185.5	0
180	185.5	186	0
181	186	186.5	0
182	186.5	188	3
183	188	188.5	-1
184	188.5	189	-2
185	189	189.5	5
186	189.5	191	-3
187	191	192	-4
188	192	193	7
189	193	194.5	-3
190	194.5	195	-4
191	195	196.5	2
192	196.5	197	-2
193	197	198	2
194	198	200	-2
195	200	201	-5
196	201	202.5	5
197	202.5	203	0
198	203	204	0
199	204	205	0
200	205	206	4
201	206	207	-4
202	207	208.5	2
203	208.5	209	0
204	209	210	0
205	210	211	0
206	211	212	3
207	212	212.5	-1
208	212.5	213	-2
209	213	214	5
210	214	215.5	-3
211	215.5	216	-4
212	216	216.5	7
213	216.5	218	-3
214	218	219	-4
215	219	220.5	2
216	220.5	221	-2
217	221	222	2
218	222	224	-2
219	224	225	-5
220	225	228	5
221	228	231	0
