1	2	3	#
2	3	4	3
3	4	5.5	0
4	5.5	6	0
5	6	7	2
6	7	8.5	0
7	8.5	9	0
8	9	10	2
9	10	11.5	1
10	11.5	12	-1
11	12	13	-2
12	13	14	-5
13	14	15	0
14	15	16	3
15	16	17.5	0
16	17.5	18	0
17	18	19	2
18	19	20.5	2
19	20.5	21	-7
20	21	24	1
21	26	26.5	9
22	26.5	27	0
23	27	28	0
24	28	29.5	0
25	29.5	30	-3
26	30	31	1
27	31	32	-1
28	32	32.5	-2
29	32.5	33	0
30	33	34	2
31	34	35.5	0
32	35.5	36	0
33	36	37	1
34	37	38.5	-1
35	38.5	39	-4
36	39	40	0
37	40	41	0
38	41	42	0
39	42	43	2
40	43	44.5	2
41	44.5	45	-7
42	45	48	3
43	50.5	51	-3
44	51	52	3
45	52	53	0
46	53	54	0
47	54	55	2
48	55	56	0
49	56	56.5	0
50	56.5	57	0
51	57	58	2
52	58	59	1
53	59	60	-1
54	60	61	-2
55	61	62.5	-5
56	62.5	63	3
57	63	64	5
58	64	65.5	0
59	65.5	66	0
60	66	67	0
61	67	68.5	2
62	68.5	69	-5
63	69	72	3
64	74	74.5	-3
65	74.5	75	0
66	75	76	3
67	76	77.5	0
68	77.5	78	0
69	78	79	2
70	79	80	-2
71	80	81	2
72	81	82	2
73	82	83.5	0
74	83.5	84	-4
75	84	85	0
76	85	86	-3
77	86	87	2
78	87	88	1
79	88	89.5	-3
80	89.5	90	3
81	90	91	5
82	91	92	-1
83	92	93	-2
84	93	96	-2
85	98	99	-8
86	99	100	3
87	100	101.5	0
88	101.5	102	0
89	102	103	2
90	103	104.5	0
91	104.5	105	0
92	105	106	2
93	106	107.5	1
94	107.5	108	-1
95	108	109	-2
96	109	110	-5
97	110	111	0
98	111	112	3
99	112	113.5	0
100	113.5	114	0
101	114	115	2
102	115	116.5	2
103	116.5	117	-7
104	117	120	1
105	122	122.5	9
106	122.5	123	0
107	123	124	0
108	124	125.5	0
109	125.5	126	-3
110	126	127	1
111	127	128	-1
112	128	128.5	-2
113	128.5	129	0
114	129	130	2
115	130	131.5	0
116	131.5	132	0
117	132	133	1
118	133	134.5	-1
119	134.5	135	-4
120	135	136	0
121	136	137	0
122	137	138	0
123	138	139	2
124	139	140.5	2
125	140.5	141	-7
126	141	144	3
127	146.5	147	-3
128	147	148	3
129	148	149	0
130	149	150	0
131	150	151	2
132	151	152	0
133	152	152.5	0
134	152.5	153	0
135	153	154	2
136	154	155	1
137	155	156	-1
138	156	157	-2
139	157	158.5	-5
140	158.5	159	3
141	159	160	5
142	160	161.5	0
143	161.5	162	0
144	162	163	0
145	163	164.5	2
146	164.5	165	-5
147	165	168	3
148	170	170.5	-3
149	170.5	171	0
150	171	172	3
151	172	173.5	0
152	173.5	174	0
153	174	175	2
154	175	176	-2
155	176	177	2
156	177	178	2
157	178	179.5	0
158	179.5	180	-4
159	180	181	0
160	181	182	-3
161	182	183	2
162	183	184	1
163	184	185.5	-3
164	185.5	186	3
165	186	187	5
166	187	188	-1
167	188	189	-2
168	189	192	-2
169	192	195	0
