1	0	1	#
2	4	4.75	0
3	4.75	5	-1
4	5	5.75	1
5	5.75	6	-1
6	6	6.5	1
7	6.5	8	5
8	8	8.5	-6
9	8.5	9	-2
10	9	9.5	2
11	9.5	10	-2
12	10	11	2
13	11	11.5	6
14	11.5	12	-6
15	12	16	0
16	16	17	1
17	20	20.75	0
18	20.75	21	-1
19	21	21.75	1
20	21.75	22	-1
21	22	22.5	1
22	22.5	24	5
23	24	25	3
24	25	26	0
25	26	26.6667	0
26	26.6667	27.3333	-1
27	27.3333	28	-1
28	28	32	-1
29	33	34	2
30	34	35	0
31	35	36	0
32	36	36.75	0
33	36.75	37	-3
34	37	37.75	-2
35	37.75	38	-2
36	38	38.75	0
37	38.75	39	4
38	39	40	3
39	40	42	1
40	42	44	-1
41	44	47	-2
42	49	50	4
43	50	51	0
44	51	52	0
45	52	52.75	0
46	52.75	53	-3
47	53	53.75	-2
48	53.75	54	-2
49	54	54.75	0
50	54.75	55	2
51	55	56	2
52	56	58	1
53	58	60	2
54	60	64	2
55	64	67	1
56	68	68.75	-12
57	68.75	69	-1
58	69	69.75	1
59	69.75	70	-1
60	70	70.5	1
61	70.5	72	5
62	72	72.5	-6
63	72.5	73	-2
64	73	73.5	2
65	73.5	74	-2
66	74	75	2
67	75	75.5	6
68	75.5	76	-6
69	76	80	0
70	80	80.75	6
71	80.75	81	-1
72	81	81.75	1
73	81.75	82	-1
74	82	82.5	1
75	82.5	83.5	5
76	83.5	84	-5
77	84	86	0
78	86	88	2
79	88	91	1
80	92	95	1
81	96	97	3
82	98	99	0
83	100	100.75	0
84	100.75	101	-1
85	101	101.75	1
86	101.75	102	-1
87	102	102.5	1
88	102.5	104	-2
89	104	105	2
90	106	107	0
91	108	108.75	0
92	108.75	109	-1
93	109	109.75	1
94	109.75	110	-1
95	110	110.5	1
96	110.5	112	-2
97	112	116	3
98	116	120	-1
99	120	124	1
100	124	125	-1
101	125	125.75	0
102	125.75	126	-1
103	126	127	1
104	127	127.75	0
105	127.75	128	-1
106	128	129	1
107	129	129.75	0
108	129.75	130	-1
109	130	130.75	1
110	130.75	131	-1
111	131	131.75	1
112	131.75	132	-2
113	132	133	3
114	133	133.75	0
115	133.75	134	-1
116	134	135	1
117	135	135.75	0
118	135.75	136	-1
119	136	137	1
120	137	137.75	0
121	137.75	138	-2
122	138	138.75	1
123	138.75	139	-1
124	139	139.75	1
125	139.75	140	-2
126	140	141	2
127	141	141.75	0
128	141.75	142	-1
129	142	143	1
130	143	143.75	0
131	143.75	144	-1
132	144	145	1
133	145	145.75	0
134	145.75	146	-1
135	146	146.75	1
136	146.75	147	-1
137	147	147.75	1
138	147.75	148	-2
139	148	149	3
140	149	149.75	0
141	149.75	150	-1
142	150	151	1
143	151	151.75	0
144	151.75	152	-1
145	152	153	1
146	153	153.75	0
147	153.75	154	-2
148	154	154.75	1
149	154.75	155	-1
150	155	155.75	1
151	155.75	156	-2
