1	2	3	#
2	3	3.5	9
3	3.5	4	-4
4	4	5.5	0
5	5.5	6	-5
6	6	6.5	9
7	6.5	7	-4
8	7	8.5	0
9	8.5	9	-5
10	9	10	10
11	10	11	-1
12	11	12	-2
13	12	15	-5
14	15	16	8
15	16	17	-1
16	17	17.5	-2
17	17.5	18	-3
18	18	18.5	0
19	18.5	19	-4
20	19	20.5	0
21	20.5	21	8
22	21	22	1
23	22	23	-4
24	23	24	-3
25	24	27	-2
26	27	28	2
27	28	29	-1
28	29	30	1
29	30	31	5
30	31	32.5	-2
31	32.5	33	2
32	33	34	2
33	34	35	-1
34	35	36	1
35	36	39	3
36	39	40	-1
37	40	41	-2
38	41	42	-2
39	42	43	4
40	43	44	-2
41	44	45	-2
42	45	46	7
43	46	47	-2
44	47	48	-1
45	48	50	1
46	50	51	-12
47	51	51.5	9
48	51.5	52	-4
49	52	53.5	0
50	53.5	54	-5
51	54	54.5	9
52	54.5	55	-4
53	55	56.5	0
54	56.5	57	-5
55	57	58	10
56	58	59	-1
57	59	60	-2
58	60	63	-5
59	63	64	8
60	64	65	-1
61	65	65.5	-2
62	65.5	66	-7
63	66	68	0
64	68	68.5	7
65	68.5	69	1
66	69	70	1
67	70	71	-4
68	71	72	-3
69	72	75	-2
70	75	76	2
71	76	77	-1
72	77	78	1
73	78	78.5	5
74	78.5	79	-2
75	79	80	0
76	80.5	81	2
77	81	82	2
78	82	83	-1
79	83	84	1
80	84	86	3
81	86.5	87	-3
82	87	87.5	1
83	87.5	88	-8
84	88	89.5	0
85	89.5	90	8
86	90	90.5	-1
87	90.5	91	-9
88	91	92.5	0
89	92.5	93	7
90	93	96	-2
91	96	98	0
