#	Title	Still Got The Blues (Transcribed)
#	Source Filename	Gary Moore - Still Got The Blues (Transcribed).xml
4	6	2	3	-1	min7
6	8	7	3	-1	7
8	10	0	3	-1	maj7
10	12	5	3	-1	maj7
12	14	11	3	-1	min7
14	16	4	3	-1	
16	20	9	3	1	min
20	22	2	3	-1	min7
22	24	7	3	-1	7
24	26	0	3	-1	maj7
26	28	5	3	-1	maj7
28	30	11	3	-1	min7
30	32	4	3	-1	
32	36	9	3	1	min
36	38	2	3	-1	min7
38	40	7	3	-1	7
40	42	0	3	-1	maj7
42	44	5	3	-1	maj7
44	48	11	3	-1	min7
48	50	9	3	-1	9
50	52	4	3	-1	
52	54	9	3	1	min
54	56	4	3	1	min
56	58	9	3	1	min
58	60	2	3	-1	7
60	62	5	3	-1	7
62	64	4	3	-1	7
64	68	9	3	1	min
68	70	2	3	-1	min7
70	72	7	3	-1	7
72	74	0	3	-1	maj7
74	76	5	3	-1	maj7
76	78	11	3	-1	min7
78	80	4	3	-1	
80	84	9	3	1	min
84	86	2	3	-1	min7
86	88	7	3	-1	7
88	90	0	3	-1	maj7
90	92	5	3	-1	maj7
92	96	11	3	-1	min7
96	98	9	3	-1	9
98	100	4	3	-1	
100	102.25	9	3	1	min
102.25	104	4	3	1	min
104	106	9	3	1	min
106	108	2	3	-1	7
108	110	5	3	-1	7
110	112	4	3	-1	7
112	116	9	3	1	min
116	118	11	3	1	min
118	120	4	3	1	min
120	124	9	3	1	min
124	126	11	3	1	min
126	128	4	3	-1	
128	130	9	3	1	min
130	132	2	3	1	min
132	136	9	3	1	min
136	138	2	3	-1	min7
138	140	7	3	-1	7
140	142	0	3	-1	maj7
142	144	5	3	-1	maj7
144	146	11	3	-1	min7
146	148	4	3	-1	
148	152	9	3	1	min
152	154	2	3	-1	min7
154	156	7	3	-1	7
156	158	0	3	-1	maj7
158	160	5	3	-1	maj7
160	164	11	3	-1	min7
164	168	4	3	-1	7
168	170	9	3	1	min
170	172	4	3	1	min
172	174	9	3	1	min
174	176	2	3	-1	7
176	178	5	3	-1	7
178	180	4	3	-1	7
180	184	9	3	1	min
184	186	9	3	1	min
186	188	4	3	1	min
188	190	9	3	1	min
190	192	2	3	-1	7
192	196	5	3	-1	7
196	198	4	3	-1	aug
198	200	9	3	1	min
200	202	2	3	-1	min7
202	204	7	3	-1	7
204	206	0	3	-1	maj7
206	208	5	3	-1	maj7
208	210	11	3	-1	min7
210	212	4	3	-1	
212	214	9	3	1	min
214	216	4	3	-1	7
216	218	2	3	-1	min7
218	220	7	3	-1	7
220	222	0	3	-1	maj7
222	224	5	3	-1	maj7
224	226	11	3	-1	min7
226	228	4	3	-1	
228	228	9	3	1	min
228	232	4	3	-1	7
232	234	2	3	-1	min7
234	236	7	3	-1	7
236	238	0	3	-1	maj7
238	240	5	3	-1	maj7
240	242	11	3	-1	min7
242	244	4	3	-1	
244	246	9	3	1	min
246	248	4	3	-1	7
248	250	2	3	-1	min7
250	252	7	3	-1	7
252	254	0	3	-1	maj7
254	256	5	3	-1	maj7
256	260	11	3	-1	min7
260	264	4	3	-1	7
264	268	9	3	1	min
268	272	4	3	-1	min7
272	276	9	3	1	min
