1	3	5	#
2	5	6	1
3	6	8	1
4	8	9	0
5	9	11	-1
6	11	12	1
7	12	14	3
8	14	15	0
9	15	16	0
10	16	17	2
11	17	18	1
12	18	21	1
13	21	24	-4
14	24	26	-5
15	26	27	0
16	27	29	-1
17	29	30	1
18	30	32	2
19	32	33	0
20	33	35	0
21	35	36	3
22	36	38	-1
23	38	39	0
24	39	41	1
25	41	42	2
26	42	45	-2
27	48	51	0
28	51	54	0
29	54	57	2
30	57	60	0
31	60	63	-2
32	63	66	0
33	66	68	0
34	68	69	-1
35	69	71	0
36	71	72	-1
37	72	75	1
38	75	78	0
39	78	81	0
40	81	84	-2
41	84	87	3
42	87	90	-1
43	90	92	-2
44	92	93	-2
45	93	95	0
46	95	96	-1
47	96	99	1
48	99	102	0
49	102	104	0
50	104	105	0
51	105	107	-1
52	107	108	1
53	108	111	4
54	111	114	-2
55	114	117	-4
56	117	120	0
57	120	123	0
58	123	126	0
59	126	128	0
60	128	129	4
61	129	131	-1
62	131	132	1
63	132	135	3
64	135	138	-1
65	138	141	-4
66	141	144	0
67	144	147	0
68	147	150	0
69	150	153	0
70	153	156	5
71	156	159	2
72	159	162	-2
73	162	164	0
74	164	165	-1
75	165	167	0
76	167	168	-1
77	168	171	1
78	171	174	0
79	174	177	0
80	177	180	-2
81	180	183	3
82	183	186	-1
83	186	188	-2
84	188	189	-2
85	189	191	0
86	191	192	-1
87	192	195	1
88	195	198	0
89	198	201	0
90	201	204	0
91	204	206	0
92	207	209	0
93	209	210	1
94	210	212	1
95	212	213	0
96	213	215	-1
97	215	216	1
98	216	218	3
99	218	219	0
100	219	220	0
101	220	221	2
102	221	222	1
103	222	225	1
104	225	228	-4
105	228	231	-5
106	231	233	-1
107	233	234	1
108	234	236	2
109	236	237	0
110	237	239	0
111	239	240	3
112	240	242	-1
113	242	243	0
114	243	245	1
115	245	246	2
116	246	249	-2
117	249	252	0
118	252	255	0
119	257	258	0
120	258	260	-1
121	260	261	1
122	261	263	-1
123	263	264	1
124	264	266	-1
125	266	267	1
126	267	269	-1
127	269	270	-2
128	270	273	-5
129	273	276	0
130	276	279	0
131	281	282	0
132	282	284	3
133	284	285	0
134	285	287	0
135	287	288	0
136	288	290	4
137	290	291	0
138	291	293	-2
139	293	294	2
