#	Title	Hétre ma várom a Nemzetinél
#	Source Filename	Lajtai Lajos, Bekefi Istvan - Hetre ma varom a Nemzetinel.xml
1	1	1	Min
1	0	2	S a
2	0	1	dig
2	0	2	nő
3	0	1	a
3	0	2	hal
4	1	1	Nem
4	3	2	kan
5	3	1	ze
5	1	2	o
6	3	1	ti
6	3	2	da
7	1	1	e
7	2	2	o
8	3	1	lőtt
8	0	2	son,
9	0	1	Vá
9	1	2	Gya
10	3	1	rom
10	0	2	log
11	0	1	az
11	0	2	jön,
12	0	1	é
12	0	2	vagy
13	0	1	des
13	0	2	vil
14	1	1	ki
14	2	2	la
15	3	1	csi
15	3	2	mo
16	0	1	nőt.
16	0	2	son,
17	0	1	S a
17	0	2	A
18	0	1	hir
18	1	2	lo
19	2	1	de
19	2	2	vag
20	2	1	té
20	2	2	já
21	3	1	si
21	0	2	hoz
22	0	1	osz
22	1	2	o
23	2	1	lo
23	2	2	da
24	3	1	pot
24	0	2	lép,
25	0	1	E
25	0	2	Egy
26	3	1	gé
26	1	2	ran
27	3	1	szen
27	3	2	de
28	1	1	ki
28	3	2	vú
29	3	1	ol
29	0	2	de
30	3	1	va
30	1	2	cso
31	3	1	som,
31	3	2	da
32	0	1	míg
32	0	2	szép!
33	0	1	ott
34	1	1	vá
35	3	1	rok.
36	0	2	S a
37	0	2	nő
38	1	2	hal
39	3	2	kan
40	1	2	o
41	2	2	da
42	2	2	o
43	3	2	son,
44	1	2	Gya
45	3	2	log
46	0	2	jön,
47	0	2	vagy
48	1	2	vil
49	2	2	la
50	2	2	mo
51	3	2	son,
52	0	2	A
53	1	2	lo
54	2	2	vag
55	2	2	já
56	3	2	hoz
57	1	2	o
58	2	2	da
59	3	2	lép,
60	0	2	Egy
61	1	2	ran
62	2	2	de
63	3	2	vú
64	0	2	de
65	1	2	cso
66	2	2	da
67	3	2	szép!
71	1	1	Hét
72	3	1	re
73	0	1	ma
74	1	1	vá
75	3	1	rom
76	0	1	a
77	1	1	Nem
78	2	1	ze
79	2	1	ti
80	3	1	nél,
81	0	1	ott,
82	1	1	a
83	3	1	hol
84	0	1	a
85	1	1	ha
86	3	1	tos
87	1	1	meg
88	3	1	áll.
89	1	1	Es
90	3	1	te
91	0	1	az
92	1	1	Em
93	3	1	ke
94	1	1	ci
95	2	1	gá
96	3	1	nya
97	1	1	ze
98	3	1	nél,
99	0	1	ha
100	0	1	nem
101	0	1	jön
102	0	1	el
103	1	1	szí
104	3	1	vem,
106	0	1	de
107	0	1	fáj!
108	0	1	De
109	0	1	ott
110	0	1	lesz
111	1	1	u
112	2	1	gye
113	3	1	bár?
114	1	1	Le
115	3	1	sem,
116	0	1	hogy
117	1	1	jön
118	3	1	e
119	0	1	már,
120	1	1	Mi
121	3	1	ránk
122	0	1	egy
123	1	1	i
124	2	1	ci
125	2	1	ke
126	2	1	pi
127	2	1	ci
128	3	1	ke
129	1	1	mo
130	3	1	zi
131	0	1	vár!
