#	Title	With or without you
#	Source Filename	U2 - With or without you.xml
0	4	0	3	0	major
4	8	0	3	0	major
8	12	0	3	0	major
12	16	0	3	0	major
16	20	0	3	0	major
20	24	0	3	0	major
24	28	0	3	0	major
28	32	0	3	0	major
32	36	0	3	0	major
36	40	0	3	0	major
40	44	0	3	0	major
44	48	0	3	0	major
48	52	0	3	0	major
52	56	0	3	0	major
56	60	0	3	0	major
60	64	0	3	0	major
64	68	0	3	0	major
68	72	0	3	0	major
72	76	0	3	0	major
76	80	0	3	0	major
80	84	0	3	0	major
84	88	0	3	0	major
88	92	0	3	0	major
92	96	0	3	0	major
96	100	0	3	0	major
100	104	0	3	0	major
104	108	0	3	0	major
108	112	0	3	0	major
112	116	0	3	0	major
116	120	0	3	0	major
120	124	0	3	0	major
124	128	0	3	0	major
128	132	0	3	0	major
132	136	0	3	0	major
136	140	0	3	0	major
140	144	0	3	0	major
144	148	0	3	0	major
148	152	0	3	0	major
152	156	0	3	0	major
156	160	0	3	0	major
160	164	0	3	0	major
164	168	0	3	0	major
168	172	0	3	0	major
172	176	0	3	0	major
176	180	0	3	0	major
180	184	0	3	0	major
184	188	0	3	0	major
188	192	0	3	0	major
192	196	0	3	0	major
196	200	0	3	0	major
200	204	0	3	0	major
204	208	0	3	0	major
208	212	0	3	0	major
212	216	0	3	0	major
216	220	0	3	0	major
220	224	0	3	0	major
224	228	0	3	0	major
228	232	0	3	0	major
232	236	0	3	0	major
236	240	0	3	0	major
240	244	0	3	0	major
244	248	0	3	0	major
248	252	0	3	0	major
252	256	0	3	0	major
256	260	0	3	0	major
260	264	0	3	0	major
264	268	0	3	0	major
268	272	0	3	0	major
272	276	0	3	0	major
276	280	0	3	0	major
280	284	0	3	0	major
284	288	0	3	0	major
288	292	0	3	0	major
292	296	0	3	0	major
296	300	0	3	0	major
300	304	0	3	0	major
304	308	0	3	0	major
308	312	0	3	0	major
312	316	0	3	0	major
316	320	0	3	0	major
320	324	0	3	0	major
324	328	0	3	0	major
328	332	0	3	0	major
332	336	0	3	0	major
336	340	0	3	0	major
340	344	0	3	0	major
344	348	0	3	0	major
348	352	0	3	0	major
352	356	0	3	0	major
356	360	0	3	0	major
360	364	0	3	0	major
364	368	0	3	0	major
368	372	0	3	0	major
372	376	0	3	0	major
376	380	0	3	0	major
380	384	0	3	0	major
