#	Title	If You Leave Me Now
#	Source Filename	Chicago - If You Leave Me Now.xml
0	4	4
4	4	4
8	4	4
12	4	4
16	4	4
20	4	4
24	2	4
26	4	4
30	4	4
34	4	4
38	4	4
42	4	4
46	4	4
50	4	4
54	4	4
58	2	4
60	4	4
64	4	4
68	2	4
70	4	4
74	4	4
78	4	4
82	4	4
86	4	4
90	4	4
94	4	4
98	4	4
102	4	4
106	4	4
110	4	4
114	4	4
118	4	4
122	4	4
126	4	4
130	4	4
134	4	4
138	4	4
142	4	4
146	4	4
150	4	4
154	4	4
158	4	4
162	4	4
166	4	4
170	4	4
174	4	4
178	2	4
180	4	4
184	4	4
188	2	4
190	4	4
194	4	4
198	4	4
202	4	4
206	4	4
210	4	4
214	4	4
218	4	4
222	2	4
224	4	4
228	4	4
232	2	4
234	4	4
238	4	4
242	4	4
246	2	4
248	4	4
252	4	4
256	2	4
258	4	4
262	4	4
266	4	4
270	2	4
272	4	4
276	4	4
280	2	4
282	4	4
286	4	4
290	4	4
294	2	4
296	4	4
300	4	4
304	2	4
306	4	4
310	4	4
314	4	4
318	4	4
