1	2	3	#
2	3	4	-2
3	4	5.5	-3
4	5.5	6	5
5	6	7	-2
6	7	8.5	-3
7	8.5	9	5
8	9	10	-2
9	10	12	0
10	12	15	0
11	15	16	9
12	16	17	-2
13	17	18	-2
14	18	19	-1
15	19	20.5	3
16	20.5	21	-2
17	21	24	-3
18	24	26	0
19	26	27	3
20	27	28	0
21	28	29	-3
22	29	30	3
23	30	32	-1
24	32	32.5	-1
25	32.5	33	1
26	33	34	3
27	34	35	-3
28	35	36	3
29	36	38	-2
30	38	38.5	-1
31	38.5	39	1
32	39	40	4
33	40	41	-4
34	41	42	-3
35	42	43	-3
36	43	44	3
37	44	45	7
38	45	48	-2
39	48	50	0
40	50	51	-5
41	51	52	-2
42	52	53.5	-3
43	53.5	54	5
44	54	55	-2
45	55	56.5	-3
46	56.5	57	5
47	57	58	-2
48	58	60	0
49	60	62	0
50	62	63	0
51	63	64	9
52	64	65	-2
53	65	66	-2
54	66	67	-1
55	67	68.5	3
56	68.5	69	-2
57	69	72	-3
58	72	74	0
59	74	75	0
60	75	76	0
61	76	77	2
62	77	78	1
63	78	79	2
64	79	80	-2
65	80	81	-3
66	81	84	-2
67	84	86	9
68	86	87	-9
69	87	88	-2
70	88	89	4
71	89	90	7
72	90	92	-2
73	92	93	-2
74	93	96	0
