1	2	3	#
2	3	4	2
3	4	5.5	2
4	5.5	6	0
5	6	8	0
6	8	10	0
7	10	12	1
8	12	16	0
9	16	19	-8
10	19	20	5
11	20	21	0
12	21	22	-2
13	22	24	0
14	24	25	0
15	25	26	-2
16	26	27.5	0
17	27.5	28	-1
18	28	32	0
19	32	34	0
20	34	35	3
21	35	36	2
22	36	37.5	2
23	37.5	38	0
24	38	40	0
25	40	42	0
26	42	44	1
27	44	48	0
28	48	51	-8
29	51	52	5
30	52	53	0
31	53	54	-2
32	54	56	0
33	56	57	0
34	57	58	-2
35	58	59.5	0
36	59.5	60	-1
37	60	64	0
38	64	67	0
39	67.5	68	5
40	68	68.5	3
41	68.5	69	-3
42	69	69.5	3
43	69.5	70	-12
44	70	71.5	0
45	71.5	72	9
46	72	72.5	3
47	72.5	73	-3
48	73	73.5	3
49	73.5	74	-12
50	74	75.5	0
51	75.5	76	9
52	76	76.5	3
53	76.5	77	-3
54	77	78	3
55	78	79	-3
56	79	80	-5
57	80	83	-2
58	83.5	84	7
59	84	84.5	3
60	84.5	85	-3
61	85	85.5	3
62	85.5	86	-12
63	86	87.5	0
64	87.5	88	9
65	88	88.5	3
66	88.5	89	-3
67	89	89.5	3
68	89.5	90	-12
69	90	91.5	0
70	91.5	92	9
71	92	92.5	3
72	92.5	93	-3
73	93	94	3
74	94	95	-3
75	95	96	0
76	96	98	0
77	98	99	-2
78	99	100	2
79	100	101.5	2
80	101.5	102	0
81	102	104	0
82	104	106	0
83	106	108	1
84	108	112	0
85	112	115	-8
86	115	116	5
87	116	117	0
88	117	118	-2
89	118	120	0
90	120	121	0
91	121	122	-2
92	122	123.5	0
93	123.5	124	-1
94	124	127	0
