#	Title	SHEILA TAKE A BOW
#	Source Filename	Marr, Morrissey - SHEILA TAKE A BOW.xml
0	12	7	3	0	dominant
12	18	0	3	0	major
18	26	10	3	0	major
26	30	5	3	0	major
30	36	0	3	0	major
36	48	5	3	0	major
48	60	9	3	1	minor
60	66	0	3	0	major
66	72	10	3	0	major
72	77	5	3	0	major
77	84	0	3	0	major
84	96	5	3	0	major
96	108	7	3	0	dominant
108	113	0	3	0	major
113	120	10	3	0	major
120	132	2	3	1	minor
132	137	8	3	0	major
137	144	10	3	0	major
144	156	0	3	0	major
156	161	0	3	0	major
161	168	10	3	0	major
168	180	2	3	1	minor
180	185	8	3	0	major
185	192	10	3	0	major
192	195	0	3	0	major
195	204	8	3	0	major
204	209	8	3	0	major
209	216	10	3	0	major
216	228	0	3	0	major
228	264	7	3	0	dominant
264	276	7	3	0	dominant
276	282	0	3	0	major
282	290	10	3	0	major
290	294	5	3	0	major
294	300	0	3	0	major
300	312	5	3	0	major
312	324	9	3	1	minor
324	330	0	3	0	major
330	336	10	3	0	major
336	341	5	3	0	major
341	348	0	3	0	major
348	360	5	3	0	major
360	372	7	3	0	dominant
372	377	0	3	0	major
377	384	10	3	0	major
384	396	2	3	1	minor
396	401	8	3	0	major
401	408	10	3	0	major
408	420	0	3	0	major
420	425	0	3	0	major
425	432	10	3	0	major
432	444	2	3	1	minor
444	449	8	3	0	major
449	456	10	3	0	major
456	459	0	3	0	major
459	468	8	3	0	major
468	473	8	3	0	major
473	480	10	3	0	major
480	492	0	3	0	major
492	540	7	3	0	dominant
540	546	0	3	0	major
546	552	10	3	0	major
552	564	2	3	1	minor
564	570	8	3	0	major
570	576	10	3	0	major
576	588	0	3	0	major
588	594	0	3	0	major
594	600	10	3	0	major
600	612	2	3	1	minor
612	618	8	3	0	major
618	624	10	3	0	major
624	629	0	3	0	major
629	636	8	3	0	major
636	642	8	3	0	major
642	647	10	3	0	major
647	660	0	3	0	major
660	666	0	3	0	major
666	672	10	3	0	major
672	684	2	3	1	minor
684	690	8	3	0	major
690	696	10	3	0	major
696	708	0	3	0	major
708	714	0	3	0	major
714	720	10	3	0	major
720	732	2	3	1	minor
732	738	8	3	0	major
738	744	10	3	0	major
744	749	0	3	0	major
749	756	8	3	0	major
756	762	8	3	0	major
762	767	10	3	0	major
767	792	0	3	0	major
792	798	0	3	0	major
798	804	10	3	0	major
804	816	2	3	1	minor
816	822	8	3	0	major
822	828	10	3	0	major
828	840	0	3	0	major
840	846	0	3	0	major
846	852	10	3	0	major
852	864	2	3	1	minor
864	870	8	3	0	major
870	876	10	3	0	major
876	883	0	3	0	major
883	888	8	3	0	major
888	894	8	3	0	major
894	900	10	3	0	major
900	912	0	3	1	minor-seventh
