1	2	3	#
2	3	3.5	1
3	3.5	4	-1
4	4	4.5	0
5	4.5	6	-2
6	8	8.5	-7
7	8.5	9.5	0
8	9.5	10	4
9	10	11	3
10	11	11.5	0
11	11.5	12	2
12	12	12.5	-2
13	12.5	14	-2
14	17	17.5	4
15	17.5	18	-1
16	18	18.5	1
17	18.5	19	1
18	19	20	-1
19	20	21	-2
20	21	21.5	-2
21	21.5	22	-3
22	22	23	0
23	24	25	5
24	25	26	0
25	26	27.5	2
26	27.5	28	-2
27	28	29	0
28	29	30	-2
29	31.5	32	-5
30	32	33	0
31	33	33.5	12
32	33.5	34	-2
33	34	34.5	-1
34	34.5	35.5	-2
35	35.5	36	-2
36	36	37	2
37	37	37.5	2
38	37.5	38	-2
39	38	39	-5
40	39	39.5	0
41	39.5	40	0
42	40	41	2
43	41	41.5	0
44	41.5	42	0
45	42	43	0
46	43	43.5	1
47	43.5	44	2
48	44	45	-7
49	46.5	47	0
50	47	48	0
51	48	49	0
52	49	49.5	12
53	49.5	50	-2
54	50	51	-1
55	51	51.5	-2
56	51.5	52	-2
57	52	53	2
58	53	53.5	2
59	53.5	54	-2
60	54	55	-5
61	55	55.5	5
62	55.5	56	0
63	56	57	0
64	57	57.5	-7
65	57.5	58	4
66	58	59	3
67	59	59.5	2
68	59.5	60	-2
69	60	61	-2
70	66	67	4
71	67	67.5	1
72	67.5	68	-1
73	68	68.5	0
74	68.5	70	-2
75	72	72.5	-7
76	72.5	73.5	0
77	73.5	74	4
78	74	75	3
79	75	75.5	0
80	75.5	76	2
81	76	76.5	-2
82	76.5	78	-2
83	81	81.5	4
84	81.5	82	-1
85	82	82.5	1
86	82.5	83	1
87	83	84	-1
88	84	85	-2
89	85	85.5	-2
90	85.5	86	-3
91	86	87	0
92	88	89	5
93	89	90	0
94	90	91.5	2
95	91.5	92	-2
96	92	93	0
97	93	94	-2
98	95.5	96	-5
99	96	97	0
100	97	97.5	12
101	97.5	98	-2
102	98	98.5	-1
103	98.5	99.5	-2
104	99.5	100	-2
105	100	101	2
106	101	101.5	2
107	101.5	102	-2
108	102	103	-5
109	103	103.5	0
110	103.5	104	0
111	104	105	2
112	105	105.5	0
113	105.5	106	0
114	106	107	0
115	107	107.5	1
116	107.5	108	2
117	108	109	-7
118	110.5	111	0
119	111	112	0
120	112	113	0
121	113	113.5	12
122	113.5	114	-2
123	114	115	-1
124	115	115.5	-2
125	115.5	116	-2
126	116	117	2
127	117	117.5	2
128	117.5	118	-2
129	118	119	-5
130	119	119.5	5
131	119.5	120	0
132	120	121	0
133	121	121.5	-7
134	121.5	122	4
135	122	123	3
136	123	123.5	2
137	123.5	124	-2
138	124	125	-2
139	130	131	4
140	131	131.5	1
141	131.5	132	-1
142	132	132.5	0
143	132.5	134	-2
144	136	136.5	-7
145	136.5	137.5	0
146	137.5	138	4
147	138	139	3
148	139	139.5	0
149	139.5	140	2
150	140	140.5	-2
151	140.5	142	-2
152	145	145.5	4
153	145.5	146	-1
154	146	146.5	1
155	146.5	147	1
156	147	148	-1
157	148	149	-2
158	149	149.5	-2
159	149.5	150	-3
160	150	151	0
161	152	153	5
162	153	154	0
163	154	155.5	2
164	155.5	156	-2
165	156	157	0
166	157	158	-2
