1	2	3	#
2	3	4	-2
3	4	4.5	5
4	4.5	5	-2
5	5	5.5	-1
6	5.5	6	-2
7	6	6.25	2
8	6.25	6.5	-2
9	6.5	6.75	-2
10	6.75	7	2
11	7	8	2
12	8	10	0
13	10	11	0
14	11	12	-2
15	12	12.5	5
16	12.5	13	-2
17	13	13.5	-1
18	13.5	14	-2
19	14	14.25	2
20	14.25	14.5	-2
21	14.5	14.75	-2
22	14.75	15	2
23	15	16	2
24	16	18	0
25	19	20	-2
26	20	20.5	-2
27	20.5	21	2
28	21	23	2
29	23.5	24	-4
30	24	25	-5
31	26	26.25	0
32	26.25	27	0
33	27	27.5	4
34	27.5	28	3
35	28	29.5	2
36	29.5	30	-5
37	31	31.5	0
38	31.5	32	0
39	32	33.5	15
40	33.5	34	-12
41	34	35.5	10
42	36	36.5	-13
43	36.5	37	-2
44	37	37.5	0
45	37.5	38	-2
46	38	38.5	-1
47	38.5	40	-2
48	40	41.5	-2
49	41.5	42	9
50	42	42.5	-2
51	42.5	43	-2
52	43	43.5	-1
53	43.5	44	-4
54	44	44.3333	4
55	44.3333	44.6667	-2
56	44.6667	45	-2
57	45	47	2
58	47	47.5	-5
59	47.5	48	0
60	48	51	5
61	51.5	52	-2
62	52	52.5	12
63	52.5	53	-2
64	53	53.5	0
65	53.5	54	-1
66	54	54.5	0
67	54.5	56	-9
68	56	57	1
69	57.5	58	11
70	58	58.5	-2
71	58.5	59	-1
72	59	59.5	-2
73	59.5	60	-2
74	60	60.25	4
75	60.25	60.5	-2
76	60.5	60.75	-2
77	60.75	61	2
78	61	62	2
79	62	62.5	0
80	62.5	63	-2
81	63	63.5	2
82	63.5	64	1
83	64	65	2
84	65.5	66	-7
85	66	67	9
86	67	68	-2
87	68	68.5	5
88	68.5	69	-2
89	69	69.5	-1
90	69.5	70	-2
91	70	70.25	2
92	70.25	70.5	-2
93	70.5	70.75	-2
94	70.75	71	2
95	71	72	2
96	72	73	0
97	74	75	0
98	75	76	-2
99	76	76.5	5
100	76.5	77	-2
101	77	77.5	-1
102	77.5	78	-2
103	78	78.25	2
104	78.25	78.5	-2
105	78.5	78.75	-2
106	78.75	79	2
107	79	80	2
108	80	81	0
109	81	81.5	-4
110	81.5	82	0
111	83	84	2
112	84	84.5	-2
113	84.5	85	2
114	85	86	2
115	87.5	88	-4
116	88	89	-5
117	90	90.25	0
118	90.25	91	0
119	91	91.5	4
120	91.5	92	3
121	92	93.5	2
122	93.5	94	-5
123	95	95.5	0
124	95.5	96	0
125	96	97.5	15
126	97.5	98	-12
127	98	99.5	10
128	99.5	100	-22
129	100	100.5	9
130	100.5	101	-2
131	101	101.5	0
132	101.5	102	-2
133	102	102.5	-1
134	102.5	104	-2
135	104	105.5	-2
136	105.5	106	9
137	106	106.5	-2
138	106.5	107	-2
139	107	107.5	-1
140	107.5	108	-4
141	108	108.333	4
142	108.333	108.667	-2
143	108.667	109	-2
144	109	111	2
145	111	111.25	-5
146	111.25	111.5	-2
147	111.5	111.75	-2
148	111.75	112	2
149	112	115	7
150	115.5	116	-2
151	116	116.5	12
152	116.5	117	-2
153	117	117.5	0
154	117.5	118	-1
155	118	118.5	0
156	118.5	120	-2
157	120	121	-6
158	121.5	122	11
159	122	122.5	-2
160	122.5	123	-1
161	123	123.5	-2
162	123.5	124	-2
163	124	124.25	4
164	124.25	124.5	-2
165	124.5	124.75	-2
166	124.75	125	2
167	125	126	2
168	126	126.5	0
169	126.5	127	-2
170	127	127.5	2
171	127.5	128	1
172	128	129.5	2
173	129.5	130	-7
174	130	131	9
175	131	132	-2
176	132	132.5	5
177	132.5	133	-2
178	133	133.5	-1
179	133.5	134	-2
180	134	134.25	2
181	134.25	134.5	-2
182	134.5	134.75	-2
183	134.75	135	2
184	135	136	2
185	136	137	0
186	138	139	0
187	139	140	-2
188	140	140.5	5
189	140.5	141	-2
190	141	141.5	-1
191	141.5	142	-2
192	142	142.25	2
193	142.25	142.5	-2
194	142.5	142.75	-2
195	142.75	143	2
196	143	144	2
197	144	145	0
198	145	145.5	-4
199	145.5	146	0
200	147	148	2
201	148	148.5	-2
202	148.5	149	2
203	149	150	2
204	151.5	152	-4
205	152	153	-5
206	153	153.5	0
207	153.5	154	0
208	154	154.5	4
209	154.5	156	3
210	156	157.5	2
211	157.5	158	-5
212	159	159.5	0
213	159.5	160	0
214	161.5	162	-4
215	162	163	9
216	163	164	-2
217	164	164.5	5
218	164.5	165	-2
219	165	165.5	-1
220	165.5	166	-2
221	166	166.25	2
222	166.25	166.5	-2
223	166.5	166.75	-2
224	166.75	167	2
225	167	168	2
226	168	170	0
227	170	171	0
228	171	172	-2
229	172	172.5	5
230	172.5	173	-2
231	173	173.5	-1
232	173.5	174	-2
233	174	174.25	2
234	174.25	174.5	-2
235	174.5	174.75	-2
236	174.75	175	2
237	175	176	2
238	176	177	0
239	177	177.5	-4
240	177.5	178	0
241	179	180	2
242	180	180.5	-2
243	180.5	181	2
244	181	182	2
245	183.5	184	-4
246	184	185	-5
247	186	186.25	0
248	186.25	187	0
249	187	187.5	4
250	187.5	188	3
251	188	188.25	2
252	188.25	188.5	-2
253	188.5	188.75	-2
254	188.75	189	2
255	189	190	2
256	190	190.5	0
257	190.5	191	-2
258	191	191.5	2
259	191.5	192	3
260	192	193	-3
261	193	193.5	-5
262	193.5	194	0
263	195	195.25	5
264	195.25	195.5	-2
265	195.5	195.75	-2
266	195.75	196	2
267	196	197	2
268	197	197.5	-4
269	197.5	198	0
270	198.5	199	2
271	199	199.5	2
272	199.5	200	3
273	200	201	-3
274	201	201.5	-5
275	201.5	202	0
276	203	203.5	0
277	203.5	204	0
278	204	208	5
