#	Title	The Stroll (Transcribed)
#	Source Filename	Clyde Otis and Nancy Lee - The Stroll (Transcribed).xml
0	32	7	3	-1	
32	40	0	3	-1	7
40	48	7	3	-1	
48	52	2	3	-1	7
52	56	0	3	-1	7
56	80	7	3	-1	
80	88	0	3	-1	7
88	96	7	3	-1	
96	100	2	3	-1	7
100	104	0	3	-1	7
104	128	7	3	-1	
128	136	0	3	-1	7
136	144	7	3	-1	
144	148	2	3	-1	7
148	152	0	3	-1	7
152	176	7	3	-1	
176	184	0	3	-1	7
184	192	7	3	-1	
192	196	2	3	-1	7
196	200	0	3	-1	7
200	208	7	3	-1	
208	224	7	3	-1	7
224	232	0	3	-1	7
232	240	7	3	-1	
240	244	2	3	-1	7
244	248	0	3	-1	7
248	260	7	3	-1	
