1	2	3	#
2	3	4	1
3	4	8	2
4	8	10	0
5	10	11.5	5
6	11.5	12	-3
7	12	14	2
8	14	16	-9
9	16	18	0
10	18	19	0
11	19	20	2
12	20	24	1
13	24	25	0
14	25	26	4
15	26	27	-2
16	27	28	-2
17	28	32	-1
18	32	34	0
19	34	35	3
20	35	36	5
21	36	39	4
22	39	40	0
23	40	42	-2
24	42	43	0
25	43	44	-1
26	44	45	-1
27	45	46	-7
28	46	48	4
29	48	50	0
30	50	51	0
31	51	52	1
32	52	53	1
33	53	54	-2
34	54	56	-2
35	56	57	0
36	57	58	0
37	58	59	4
38	59	60	3
39	60	64	-2
40	64	66	0
41	70	71	-8
42	71	72	1
43	72	76	2
44	76	78	0
45	78	79.5	5
46	79.5	80	0
47	80	82	-1
48	82	84	-9
49	84	86	0
50	86	87	0
51	87	88	2
52	88	92	1
53	92	93	0
54	93	94	4
55	94	95	-2
56	95	96	-2
57	96	100	-1
58	100	102	0
59	102	103	3
60	103	104	5
61	104	107	4
62	107	108	0
63	108	110	-2
64	110	111	0
65	111	112	-1
66	112	113	-1
67	113	114	-7
68	114	116	4
69	116	118	0
70	118	119	0
71	119	120	1
72	120	121	1
73	121	122	-2
74	122	124	-2
75	124	125	0
76	125	126	0
77	126	127	4
78	127	128	3
79	128	132	-2
80	132	133	0
81	134	135	-8
82	135	136	1
83	136	140	2
84	140	142	0
85	142	143.5	5
86	143.5	144	-3
87	144	146	2
88	146	148	-9
89	148	150	0
90	150	151	0
91	151	152	2
92	152	156	1
93	156	157	0
94	157	158	4
95	158	159	-2
96	159	160	-2
97	160	164	-1
98	164	166	0
99	166	167	3
100	167	168	5
101	168	171	4
102	171	172	0
103	172	174	-2
104	174	175	0
105	175	176	-1
106	176	177	-1
107	177	178	-7
108	178	180	4
109	180	182	0
110	182	183	0
111	183	184	1
112	184	185	1
113	185	186	-2
114	186	188	-2
115	188	189	0
116	189	190	0
117	190	191	4
118	191	192	3
119	192	196	-2
120	196	198	0
121	202	203	-8
122	203	204	1
123	204	208	2
124	208	210	0
125	210	211.5	5
126	211.5	212	0
127	212	214	-1
128	214	216	-9
129	216	218	0
130	218	219	0
131	219	220	2
132	220	224	1
133	224	225	0
134	225	226	4
135	226	227	-2
136	227	228	-2
137	228	232	-1
138	232	234	0
139	234	235	3
140	235	236	5
141	236	239	4
142	239	240	0
143	240	242	-2
144	242	243	0
145	243	244	-1
146	244	245	-1
147	245	246	-7
148	246	248	4
149	248	250	0
150	250	251	0
151	251	252	1
152	252	253	1
153	253	254	-2
154	254	256	-2
155	256	257	0
156	257	258	0
157	258	259	4
158	259	260	3
159	260	264	-2
160	264	267	0
