1	2	3	#
2	3	4	-2
3	4	5	2
4	5	6	-3
5	6	7.5	-4
6	7.5	8	2
7	8	9	2
8	9	10	1
9	10	11	4
10	11	12	5
11	12	13	-3
12	13	14	-4
13	14	14.5	4
14	15	16	1
15	16	17	-5
16	17	18	-3
17	18	19.5	1
18	19.5	20	2
19	20	21	2
20	21	22	-2
21	22	23	5
22	23	24	-1
23	24	26	1
24	26	26.5	-5
25	26.5	27	0
26	27	28	5
27	28	29	-5
28	29	30	-3
29	30	31.5	-4
30	31.5	32	2
31	32	33	2
32	33	34	1
33	34	35	4
34	35	36	5
35	36	37	-3
36	37	38	-4
37	38	38.5	4
38	39	40	1
39	40	41	-5
40	41	42	-3
41	42	43.5	1
42	43.5	44	2
43	44	45	2
44	45	46	-2
45	46	47	5
46	47	48	-1
47	48	50	1
48	50	50.75	0
49	50.75	51	2
50	51	52	2
51	52	53	-4
52	53	54	4
53	54	55	-2
54	55	56	-3
55	56	57	-4
56	57	58	2
57	58	58.5	0
58	58.5	59	2
59	59	59.5	1
60	59.5	60	2
61	60	61	-3
62	61	62	-4
63	62	63	0
64	63	64	9
65	64	65	-4
66	65	66	4
67	66	67	-2
68	67	68	-3
69	68	69	-4
70	69	70	5
71	70	71	-1
72	71	72	-2
73	72	74	-2
74	74	74.75	2
75	74.75	75	2
76	75	76	1
77	76	77	-5
78	77	77.5	-3
79	77.5	78	-2
80	78	79	-2
81	79	80	2
82	80	81	2
83	81	82	1
84	82	83	4
85	83	83.5	5
86	83.5	84	-2
87	84	85	-1
88	85	86	-4
89	86	86.75	2
90	86.75	87	2
91	87	88	1
92	88	89	-5
93	89	90	-3
94	90	91.5	1
95	91.5	92	2
96	92	93	2
97	93	94	-2
98	94	95	5
99	95	96	-1
100	96	99	1
