1	2	3	#
2	3	4	2
3	4	6	1
4	6	8	4
5	8	10	0
6	10	11	-7
7	11	12	2
8	12	14	1
9	14	16	4
10	16	18	0
11	18	19	-7
12	19	20	2
13	20	22	1
14	22	23	2
15	23	24	2
16	24	25	0
17	25	26	-4
18	26	27	2
19	27	28	2
20	28	30	1
21	30	32	4
22	32	34	0
23	34	35	-1
24	35	36	1
25	36	38	2
26	38	40	-2
27	40	41	0
28	41	42	-10
29	42	43	-1
30	43	44	1
31	44	46	10
32	46	47	-1
33	47	48	-1
34	48	50	0
35	50	51	-10
36	51	52	2
37	52	54	1
38	54	56	4
39	56	59	0
40	59	60	-2
41	60	64	-3
42	64	65	0
43	66	67	-2
44	67	68	2
45	68	70	1
46	70	72	4
47	72	74	0
48	74	75	-7
49	75	76	2
50	76	78	1
51	78	80	4
52	80	82	0
53	82	83	-7
54	83	84	2
55	84	86	1
56	86	87	2
57	87	88	2
58	88	89	0
59	89	90	-4
60	90	91	2
61	91	92	2
62	92	94	1
63	94	96	4
64	96	98	0
65	98	99	-1
66	99	100	1
67	100	102	2
68	102	104	-2
69	104	105	0
70	105	106	-10
71	106	107	-1
72	107	108	1
73	108	110	10
74	110	111	-1
75	111	112	-1
76	112	114	0
77	114	115	-10
78	115	116	2
79	116	118	1
80	118	120	4
81	120	123	0
82	123	124	-2
83	124	128	-2
84	128	130	0
85	131	132	0
86	132	134	7
87	134	135	0
88	135	136	2
89	136	137	1
90	137	139	0
91	139	140	-3
92	140	142	-1
93	142	143	0
94	143	144	1
95	144	147	2
96	147	148	-3
97	148	150	-1
98	150	151	0
99	151	152	2
100	152	153	1
101	153	155	1
102	155	156	-4
103	156	160	-1
104	160	162	0
105	163	164	-4
106	164	166	7
107	166	167	0
108	167	168	2
109	168	169	1
110	169	171	0
111	171	172	-3
112	172	174	-1
113	174	175	0
114	175	176	1
115	176	179	2
116	179	180	-3
117	180	182	-1
118	182	182.5	0
119	182.5	183.5	0
120	183.5	184	0
121	184	185	0
122	185	187	2
123	187	188	-2
124	188	192	-1
125	192	193	0
126	194	195	-7
127	195	196	2
128	196	198	1
129	198	200	4
130	200	202	0
131	202	203	-7
132	203	204	2
133	204	206	1
134	206	208	4
135	210	211	-7
136	211	212	2
137	212	214	1
138	214	215	2
139	215	216	2
140	216	217	0
141	217	218	-4
142	218	219	2
143	219	220	2
144	220	222	1
145	222	224	4
146	226	227	-1
147	227	228	1
148	228	230	2
149	230	232	-2
150	233	234	-10
151	234	235	-1
152	235	236	1
153	236	238	10
154	238	239	-1
155	239	240	-1
156	240	241	0
157	242	243	-10
158	243	244	2
159	244	246	1
160	246	248	4
161	248	251	0
162	251	252	-2
163	252	256	-3
164	256	257	0
165	258	259	1
166	259	260	2
167	260	262	2
168	262	264	3
169	264	266	0
170	267	268	1
171	268	270	1
172	270	272	3
173	272	275	0
174	275	276	-3
175	276	280	3
176	280	282	0
