1	2	3	#
2	3	4	0
3	4	5	5
4	5	6	2
5	6	8	2
6	8	8.5	-4
7	8.5	9	-1
8	9	10	-2
9	10	11	8
10	11	12	0
11	12	14	0
12	14	14.5	-1
13	14.5	15	1
14	15	17	2
15	17	17.5	-7
16	17.5	18	-1
17	18	19	1
18	19	20	-1
19	20	21	1
20	21	24	2
21	24	26	0
22	26	27	-7
23	27	28	0
24	28	29	5
25	29	30	2
26	30	32	2
27	32	32.5	-4
28	32.5	33	-1
29	33	34	-2
30	34	35	8
31	35	36	0
32	36	38	0
33	38	38.5	0
34	38.5	39	0
35	39	40	-1
36	40	41	-2
37	41	42	-2
38	42	43	-1
39	43	44	1
40	44	45	2
41	45	48	-2
42	48	50	0
43	51	54	7
44	54	55	-2
45	55	56.5	-1
46	56.5	57	-2
47	57	60	2
48	60	62	0
49	62	62.5	-9
50	62.5	63	0
51	63	65	5
52	65	65.5	0
53	65.5	66	0
54	66	67	0
55	67	68	-1
56	68	69	1
57	69	72	2
58	72	74	0
59	74	75	-7
60	75	76	0
61	76	77	5
62	77	78	2
63	78	80	2
64	80	80.5	-4
65	80.5	81	-1
66	81	82	-2
67	82	83	8
68	83	84	0
69	84	86	0
70	86	86.5	0
71	86.5	87	0
72	87	88.5	-1
73	88.5	89	-2
74	89	90	-2
75	90	91	-1
76	91	92	1
77	92	93	2
78	93	94	-2
79	94	95	4
80	95	96	3
81	96	99	5
82	105	106	-8
83	106	107	-2
84	107	108	-2
85	108	110	-5
86	110	111	5
87	111	114	0
88	114	117	-1
89	117	118	6
90	118	119	-1
91	119	120	-2
92	120	122	-5
93	122	123	2
94	123	126	-2
95	126	129	-2
96	129	130	9
97	130	131	-2
98	131	132	-2
99	132	134	-5
100	134	135	5
101	135	138	-1
102	138	141	3
103	141	142	0
104	142	143	2
105	143	144	-2
106	144	145	-2
107	145	146	-1
108	146	147	-2
109	147	150	-2
110	150	153	0
111	153	156	7
112	156	159	-7
113	159	162	5
114	162	165	-5
115	165	166	5
116	166	167	0
117	167	168	0
118	168	169	0
119	169	170	-1
120	170	171	1
121	171	173	2
122	173	174	2
123	174	177	1
124	177	178	-1
125	178	179	1
126	179	180	-1
127	180	182	-2
128	182	182.5	0
129	182.5	183	0
130	183	185	5
131	185	186	-7
132	186	189	5
133	189	190	-1
134	190	191	-2
135	191	192	-2
136	192	193	-5
137	193	194	5
138	194	195	4
139	195	198	-2
140	198	201	-2
141	209	209.5	-8
142	209.5	210	-2
143	210	211.5	-2
144	211.5	212	2
145	212	213	-2
146	213	214	0
147	214	215	4
148	215	216	3
149	216	217	-2
150	217	218	4
