#	Title	I'm Gonna Be A Wheel Someday (Transcribed)
#	Source Filename	David Bartholomew, Antoine Domino and Roy Hayes - I'm Gonna Be A Wheel Someday (Transcribed).xml
0	1	0	3	-1	
1	2	7	3	-1	
2	5	0	3	-1	
5	6	7	3	-1	
6	20	0	3	-1	
20	22	7	3	-1	
22	36	0	3	-1	
36	38	7	3	-1	
38	40	0	3	-1	
40	44	5	3	-1	
44	48	0	3	-1	
48	52	2	3	-1	7
52	56	7	3	-1	
56	68	0	3	-1	
68	70	7	3	-1	
70	84	0	3	-1	
84	86	7	3	-1	
86	88	0	3	-1	
88	92	5	3	-1	
92	96	0	3	-1	
96	100	2	3	-1	7
100	102	7	3	-1	
102	104	0	3	-1	
104	108	5	3	-1	
108	112	0	3	-1	
112	116	2	3	-1	7
116	120	7	3	-1	
120	132	0	3	-1	
132	134	7	3	-1	
134	137	0	3	-1	
137	138	7	3	-1	
138	141	0	3	-1	
141	142	7	3	-1	
142	156	0	3	-1	
156	158	7	3	-1	
158	172	0	3	-1	
172	174	7	3	-1	
174	176	0	3	-1	
176	180	5	3	-1	
180	184	0	3	-1	
184	188	2	3	-1	7
188	192	7	3	-1	
192	204	0	3	-1	
204	206	7	3	-1	
206	220	0	3	-1	
220	222	7	3	-1	
222	236	0	3	-1	
236	238	7	3	-1	
238	240	0	3	-1	
240	244	5	3	-1	
244	248	0	3	-1	
248	252	2	3	-1	7
252	256	7	3	-1	
256	262	0	3	-1	
262	264	7	3	-1	
264	268	0	3	-1	
268	269	5	3	-1	
269	270	7	3	-1	
270	274	0	3	-1	
