#	Title	I've Got A Lovely Bunch Of Coconuts
#	Source Filename	Fred Heatherton - I've Got A Lovely Bunch Of Coconuts.xml
0	6	8
6	6	8
12	6	8
18	6	8
24	6	8
30	6	8
36	6	8
42	6	8
48	6	8
54	6	8
60	6	8
66	6	8
72	6	8
78	6	8
84	6	8
90	6	8
96	6	8
102	6	8
108	6	8
114	6	8
120	6	8
126	6	8
132	6	8
138	6	8
144	6	8
150	6	8
156	6	8
162	6	8
168	6	8
174	6	8
180	6	8
186	6	8
192	6	8
198	6	8
204	6	8
210	6	8
216	6	8
222	6	8
228	6	8
234	6	8
240	6	8
246	6	8
252	6	8
258	6	8
264	6	8
270	6	8
276	6	8
282	6	8
288	6	8
294	6	8
300	6	8
306	6	8
312	6	8
318	6	8
324	6	8
330	6	8
336	6	8
342	6	8
348	6	8
354	6	8
360	6	8
366	6	8
372	6	8
378	6	8
384	6	8
390	6	8
396	6	8
402	6	8
408	6	8
414	6	8
420	6	8
426	6	8
432	6	8
438	6	8
444	6	8
450	6	8
456	6	8
462	6	8
468	6	8
474	6	8
480	6	8
486	6	8
492	6	8
498	6	8
504	6	8
510	6	8
516	6	8
522	6	8
528	6	8
534	6	8
540	6	8
546	6	8
552	6	8
558	6	8
564	6	8
570	6	8
576	6	8
582	6	8
588	6	8
594	6	8
600	6	8
606	6	8
612	6	8
618	6	8
624	6	8
630	6	8
636	6	8
