1	2	3	#
2	3	4	1
3	4	5.5	2
4	5.5	6	0
5	6	8	0
6	8	10	0
7	10	11	5
8	11	12	2
9	12	13.5	2
10	13.5	14	0
11	14	16	0
12	16	18	0
13	18	19	0
14	19	20	0
15	20	21.5	3
16	21.5	22	-2
17	22	23	0
18	23	24	-1
19	24	25.5	0
20	25.5	26	-2
21	26	27	0
22	27	28	-2
23	28	29.5	-3
24	29.5	30	3
25	30	32	0
26	32	34	0
27	34	35	0
28	35	36	0
29	36	37.5	0
30	37.5	38	-1
31	38	39	0
32	39	40	1
33	40	41.5	2
34	41.5	42	-2
35	42	43	0
36	43	44	-3
37	44	46	0
38	46	48	-2
39	48	50	0
40	50	51	0
41	51	52	0
42	52	53.5	4
43	53.5	54	-2
44	54	55	0
45	55	56	-2
46	56	57.5	4
47	57.5	58	-2
48	58	59	0
49	59	60	-2
50	60	64	0
51	64	66	0
52	66	67	-3
53	67	68	1
54	68	69.5	2
55	69.5	70	0
56	70	72	0
57	72	74	0
58	74	75	5
59	75	76	2
60	76	77.5	2
61	77.5	78	0
62	78	80	0
63	80	82	0
64	82	83	0
65	83	84	0
66	84	85.5	3
67	85.5	86	-2
68	86	87	0
69	87	88	-1
70	88	89.5	0
71	89.5	90	-2
72	90	91	0
73	91	92	-2
74	92	94	-3
75	94	96	3
76	96	98	0
77	98	99	0
78	99	100	0
79	100	101.5	0
80	101.5	102	-1
81	102	103	0
82	103	104	1
83	104	105.5	2
84	105.5	106	-2
85	106	107	0
86	107	108	-3
87	108	110	0
88	110	112	-2
89	112	114	0
90	114	115	0
91	115	116	0
92	116	117.5	4
93	117.5	118	-2
94	118	119	0
95	119	120	-2
96	120	121.5	4
97	121.5	122	-2
98	122	123	0
99	123	124	-2
100	124	128	0
101	128	130	0
102	130	131	-3
103	131	132	1
104	132	133.5	2
105	133.5	134	0
106	134	136	0
107	136	138	0
108	138	139	5
109	139	140	2
110	140	141.5	2
111	141.5	142	0
112	142	144	0
113	144	146	0
114	146	147	0
115	147	148	0
116	148	149.5	3
117	149.5	150	-2
118	150	151	0
119	151	152	-1
120	152	153.5	0
121	153.5	154	-2
122	154	155	0
123	155	156	-2
124	156	157.5	-3
125	157.5	158	3
126	158	160	0
127	160	162	0
128	162	163	0
129	163	164	0
130	164	165.5	0
131	165.5	166	-1
132	166	167	0
133	167	168	1
134	168	169.5	2
135	169.5	170	-2
136	170	171	0
137	171	172	-3
138	172	174	0
139	174	176	-2
140	176	178	0
141	178	179	0
142	179	180	0
143	180	181.5	4
144	181.5	182	-2
145	182	183	0
146	183	184	-2
147	184	185.5	4
148	185.5	186	-2
149	186	187	0
150	187	188	-2
151	188	192	0
152	192	194	0
153	194	195	-3
154	195	196	1
155	196	197.5	2
156	197.5	198	0
157	198	200	0
158	200	202	0
159	202	203	5
160	203	204	2
161	204	205.5	2
162	205.5	206	0
163	206	208	0
164	208	210	0
165	210	211	0
166	211	212	0
167	212	213.5	3
168	213.5	214	-2
169	214	215	0
170	215	216	-1
171	216	217.5	0
172	217.5	218	-2
173	218	219	0
174	219	220	-2
175	220	222	-3
176	222	224	3
177	224	226	0
178	226	227	0
179	227	228	0
180	228	229.5	0
181	229.5	230	-1
182	230	231	0
183	231	232	1
184	232	233.5	2
185	233.5	234	-2
186	234	235	0
187	235	236	-3
188	236	238	0
189	238	240	-2
190	240	242	0
191	242	243	0
192	243	244	0
193	244	245.5	4
194	245.5	246	-2
195	246	247	0
196	247	248	-2
197	248	249.5	4
198	249.5	250	-2
199	250	251	0
200	251	252	-2
201	252	256	0
202	256	258	0
203	258	259	-3
204	259	260	1
205	260	261.5	2
206	261.5	262	0
207	262	264	0
208	264	266	0
209	266	267	5
210	267	268	2
211	268	269.5	2
212	269.5	270	0
213	270	272	0
214	272	274	0
215	274	275	0
216	275	276	0
217	276	277.5	3
218	277.5	278	-2
219	278	279	0
220	279	280	-1
221	280	281.5	0
222	281.5	282	-2
223	282	283	0
224	283	284	-2
225	284	286	-3
226	286	288	3
227	288	290	0
228	290	291	0
229	291	292	0
230	292	293.5	0
231	293.5	294	-1
232	294	295	0
233	295	296	1
234	296	298	2
235	298	299	-2
236	299	300	-3
237	300	302	0
238	302	304	-2
239	304	306	0
240	306	307	0
241	307	308	0
242	308	310	4
243	310	311	-2
244	311	312	-2
245	312	314	10
246	314	315	-1
247	315	316	-2
248	316	320	-2
249	320	322	0
250	322	323	-5
251	323	324	0
252	324	326	4
253	326	327	-2
254	327	328	-2
255	328	330	10
256	330	331	-1
257	331	332	-2
258	332	336	-2
259	336	338	0
260	338	339	-5
261	339	340	0
262	340	342	4
263	342	343	-2
264	343	344	-2
265	344	346	10
266	346	347	-1
267	347	348	-2
268	348	352	-2
269	352	356	0
270	356	357	0
