1	2	3	#
2	3	4	1
3	4	5	10
4	5	7	-1
5	7	7.5	-10
6	7.5	8	1
7	8	9	10
8	9	10	-1
9	10	11	-10
10	11	12	1
11	12	16	7
12	18	19	-11
13	19	20	1
14	20	21	10
15	21	23	-2
16	23	23.5	-9
17	23.5	24	1
18	24	25	10
19	25	26	-2
20	26	27	-9
21	27	28	1
22	28	32	7
23	32	35	0
24	35	36	-2
25	36	37	-2
26	37	38	-2
27	38	39	-1
28	39	40	1
29	40	41	7
30	41	43	-1
31	43	43.5	-5
32	43.5	44	1
33	44	45	2
34	45	46	-2
35	46	47	5
36	47	48	2
37	48	51	2
38	51	51.5	-8
39	51.5	52	1
40	52	53	7
41	53	54	-2
42	54	55	-2
43	55	56	-3
44	56	57	-3
45	57	58	3
46	58	59	3
47	59	60	4
48	60	64	-2
49	64	66	0
50	66	67	-8
51	67	68	1
52	68	69	10
53	69	71	-1
54	71	71.5	-10
55	71.5	72	1
56	72	73	10
57	73	74	-1
58	74	75	-10
59	75	76	1
60	76	80	7
61	80	82	0
62	82	83	-11
63	83	84	1
64	84	85	10
65	85	87	-2
66	87	87.5	-9
67	87.5	88	1
68	88	89	10
69	89	90	-2
70	90	91	-9
71	91	92	1
72	92	96	7
73	96	98	0
74	99	100	-2
75	100	101	-2
76	101	102	-2
77	102	103	-1
78	103	104	1
79	104	105	7
80	105	106	-3
81	106	107	-4
82	107	108	-3
83	108	109	2
84	109	110	3
85	110	111	2
86	111	112	7
87	112	113	-5
88	113	114	-2
89	114	115	-1
90	115	116	1
91	116	117	7
92	117	118	-2
93	118	119	-2
94	119	120	-3
95	120	122	7
96	122	124	0
97	124	128	-4
98	128	130	0
