1	2	3	#
2	3	5	5
3	5	6	0
4	6	7	2
5	7	8	-2
6	8	9	2
7	9	10	2
8	10	11	3
9	11	12	-3
10	12	13	-2
11	13	14	-2
12	14	15	2
13	15	16.5	2
14	16.5	17	-2
15	17	18	-2
16	18	19	0
17	19	20	-3
18	20	21	-2
19	21	22	0
20	22	23	2
21	23	24	3
22	24	26	2
23	26	26.5	2
24	26.5	27	-2
25	27	29	-2
26	29	30	0
27	30	31	2
28	31	32	-2
29	32	33	2
30	33	34	2
31	34	35	3
32	35	36	-3
33	36	37	-2
34	37	38	-2
35	38	39	2
36	39	40.5	2
37	40.5	41	-2
38	41	42	-2
39	42	43	0
40	43	44	-3
41	44	45	-2
42	45	46	0
43	46	47	2
44	47	48	3
45	48	50	0
46	50	51	4
47	51	53	3
48	53	54	2
49	54	55	-2
50	55	56	-3
51	56	57	-4
52	57	59	7
53	59	60	2
54	60	61	-2
55	61	62	-3
56	62	63	-4
57	63	64	7
58	64	65	-3
59	65	66	-4
60	66	67	7
61	67	68	-3
62	68	69	-4
63	69	70.5	9
64	70.5	71	-2
65	71	71.5	-2
66	71.5	72	-1
67	72	74	-2
68	74	74.5	2
69	74.5	75	-2
70	75	77	-2
71	77	78	0
72	78	79	2
73	79	80	-2
74	80	81	2
75	81	82	2
76	82	83	3
77	83	84	-3
78	84	85	-2
79	85	86	-2
80	86	87	2
81	87	88.5	2
82	88.5	89	-2
83	89	90	-2
84	90	91	0
85	91	92	-3
86	92	93	-2
87	93	94	0
88	94	95	2
89	95	96	3
90	96	98	0
