1	16	16.5	#
2	16.5	16.75	5
3	16.75	17.5	0
4	17.5	17.75	2
5	17.75	18.25	0
6	18.25	18.5	-2
7	18.5	19	0
8	19.5	20	7
9	20	20.5	0
10	20.5	20.75	-2
11	20.75	21.25	0
12	21.25	21.5	-1
13	21.5	23	1
14	23.5	24	-12
15	24	24.5	14
16	24.5	24.75	-2
17	24.75	25.5	0
18	25.5	25.75	-1
19	25.75	26.5	0
20	26.5	26.75	-2
21	26.75	27	-2
22	27.5	27.75	0
23	27.75	28	2
24	28	28.5	2
25	28.5	28.75	1
26	28.75	29.5	-1
27	29.5	29.75	-2
28	29.75	30	0
29	30	31	0
30	31.75	32	-7
31	32	32.5	0
32	32.5	32.75	5
33	32.75	33.25	0
34	33.25	33.75	2
35	33.75	34.25	0
36	34.25	34.5	-2
37	34.5	35	0
38	35.5	36	7
39	36	36.5	0
40	36.5	36.75	-2
41	36.75	37.25	0
42	37.25	37.75	-1
43	37.75	38	1
44	38	39	0
45	39.75	40	-10
46	40	40.25	12
47	40.25	41	-2
48	41	41.25	2
49	41.25	42	-2
50	42	42.5	-1
51	42.5	42.75	-2
52	42.75	43	-2
53	43.5	44	-5
54	44	44.5	9
55	44.5	44.75	1
56	44.75	45.25	-1
57	45.25	45.75	-2
58	45.75	46	0
59	46	48	0
60	48	49	0
61	49.5	50	-7
62	50	50.5	0
63	50.5	50.75	5
64	50.75	51.5	0
65	51.5	51.75	7
66	51.75	52	0
67	52	53	0
68	53.75	54	0
69	54	54.25	0
70	54.25	54.75	-2
71	54.75	55.25	0
72	55.25	55.75	-1
73	55.75	56	0
74	56	56.25	0
75	56.25	56.5	-2
76	56.5	57	-2
77	57.75	58	-5
78	58	58.5	12
79	58.5	58.75	-2
80	58.75	59.5	0
81	59.5	59.75	-1
82	59.75	60	0
83	60	60.25	0
84	60.25	60.5	-2
85	60.5	61	-2
86	61.5	61.75	0
87	61.75	62	2
88	62	62.5	2
89	62.5	62.75	1
90	62.75	63.25	-1
91	63.25	63.5	-2
92	63.5	64	0
93	64	65	0
94	65.5	66	-7
95	66	66.5	0
96	66.5	66.75	5
97	66.75	67.5	0
98	67.5	67.75	7
99	67.75	68	0
100	68	69	0
101	69.5	69.75	0
102	69.75	70	0
103	70	70.5	0
104	70.5	70.75	-2
105	70.75	71.5	0
106	71.5	71.75	-1
107	71.75	72	0
108	72	72.25	0
109	72.25	72.5	-2
110	72.5	73	-2
111	73.5	73.75	4
112	73.75	74	3
113	74	74.5	0
114	74.5	74.75	-2
115	74.75	75.25	0
116	75.25	75.75	-1
117	75.75	76	0
118	76	76.25	0
119	76.25	76.75	-2
120	76.75	77.75	-2
121	77.75	78	0
122	78	78.5	0
123	78.5	78.75	-1
124	78.75	79.5	-2
125	79.5	79.75	2
126	79.75	80	1
127	80	82	0
