#	Title	So Nice (Summer Samba)
#	Title	Marcos Valle, Paulo Sergio Valle, Norman Gimbel - So Nice (Summer Samba).xml
1	0	0.5	4	3
2	0.5	1	7	3
3	1	2	9	3
4	2	2.5	11	3
5	2.5	3	10	3
6	3	4	9	3
7	4	4.5	4	3
8	4.5	5	7	3
9	5	5.5	9	3
10	5.5	6	11	3
11	6	6.5	11	3
12	6.5	7	10	3
13	7	8	9	3
14	8	8.5	4	3
15	8.5	9	7	3
16	9	10	9	3
17	10	10.5	11	3
18	10.5	11	10	3
19	11	12	9	3
20	12	12.5	3	3
21	12.5	13	7	3
22	13	13.5	9	3
23	13.5	14	11	3
24	14	14.5	11	3
25	14.5	15	10	3
26	15	16	9	3
27	16	16.5	9	3
28	16.5	17	0	4
29	17	18	2	4
30	18	18.5	4	4
31	18.5	19	3	4
32	19	20	2	4
33	20	20.5	9	3
34	20.5	21	0	4
35	21	21.5	2	4
36	21.5	22	4	4
37	22	22.5	4	4
38	22.5	23	3	4
39	23	24	2	4
40	24	24.5	8	3
41	24.5	25	0	4
42	25	26	2	4
43	26	26.5	4	4
44	26.5	27	3	4
45	27	28	2	4
46	28	28.5	8	3
47	28.5	29	0	4
48	29	29.5	2	4
49	29.5	30	4	4
50	30	30.5	4	4
51	30.5	31	3	4
52	31	32	2	4
53	33	34	7	4
54	34	36	7	3
55	36	38	7	3
56	38	38.5	10	4
57	38.5	39	9	4
58	39	39.5	7	4
59	39.5	40	5	4
60	40	44	4	4
61	44	46	4	4
62	46	46.5	7	4
63	46.5	47	6	4
64	47	47.5	5	4
65	47.5	48	4	4
66	48	52	2	4
67	52	54	2	4
68	54	54.5	4	4
69	54.5	55	3	4
70	55	55.5	2	4
71	55.5	56	1	4
72	56	56.5	0	4
73	56.5	57	9	3
74	57	57.5	0	4
75	57.5	58	9	3
76	58	58.5	0	4
77	58.5	59	9	3
78	59	59.5	0	4
79	59.5	60	3	4
80	60	60.5	3	4
81	60.5	61	0	4
82	61	62	2	4
83	64	64.5	4	3
84	64.5	65	7	3
85	65	66	9	3
86	66	66.5	11	3
87	66.5	67	10	3
88	67	68	9	3
89	68	68.5	4	3
90	68.5	69	7	3
91	69	69.5	9	3
92	69.5	70	11	3
93	70	70.5	11	3
94	70.5	71	10	3
95	71	72	9	3
96	72	72.5	4	3
97	72.5	73	7	3
98	73	74	9	3
99	74	74.5	11	3
100	74.5	75	10	3
101	75	76	9	3
102	76	76.5	3	3
103	76.5	77	7	3
104	77	77.5	9	3
105	77.5	78	11	3
106	78	78.5	11	3
107	78.5	79	10	3
108	79	80	9	3
109	80	80.5	9	3
110	80.5	81	0	4
111	81	82	2	4
112	82	82.5	4	4
113	82.5	83	3	4
114	83	84	2	4
115	84	84.5	9	3
116	84.5	85	0	4
117	85	85.5	2	4
118	85.5	86	4	4
119	86	86.5	4	4
120	86.5	87	3	4
121	87	88	2	4
122	88	88.5	8	3
123	88.5	89	0	4
124	89	90	2	4
125	90	90.5	4	4
126	90.5	91	3	4
127	91	92	2	4
128	92	92.5	8	3
129	92.5	93	0	4
130	93	93.5	2	4
131	93.5	94	4	4
132	94	94.5	4	4
133	94.5	95	3	4
134	95	96	2	4
135	97	98	7	4
136	98	100	7	3
137	100	102	7	3
138	102	102.5	10	4
139	102.5	103	9	4
140	103	103.5	7	4
141	103.5	104	5	4
142	104	108	4	4
143	108	112	4	4
144	112	112.5	2	4
145	112.5	113	1	4
146	113	114	0	4
147	114	114.5	0	4
148	114.5	115	1	4
149	115	116	2	4
150	116	116.5	2	4
151	116.5	117	1	4
152	117	118	0	4
153	118	118.5	0	4
154	118.5	119	1	4
155	119	120	2	4
156	120	124	0	4
157	124	125	0	4
158	128	128.5	4	3
159	128.5	129	7	3
160	129	130	9	3
161	130	130.5	11	3
162	130.5	131	10	3
163	131	132	9	3
164	132	132.5	4	3
165	132.5	133	7	3
166	133	133.5	9	3
167	133.5	134	11	3
168	134	134.5	11	3
169	134.5	135	10	3
170	135	136	9	3
171	136	136.5	4	3
172	136.5	137	7	3
173	137	138	9	3
174	138	138.5	11	3
175	138.5	139	10	3
176	139	140	9	3
177	140	140.5	3	3
178	140.5	141	7	3
179	141	141.5	9	3
180	141.5	142	11	3
181	142	142.5	11	3
182	142.5	143	10	3
183	143	144	9	3
184	144	144.5	9	3
185	144.5	145	0	4
186	145	146	2	4
187	146	146.5	4	4
188	146.5	147	3	4
189	147	148	2	4
190	148	148.5	9	3
191	148.5	149	0	4
192	149	149.5	2	4
193	149.5	150	4	4
194	150	150.5	4	4
195	150.5	151	3	4
196	151	152	2	4
197	152	152.5	8	3
198	152.5	153	0	4
199	153	154	2	4
200	154	154.5	4	4
201	154.5	155	3	4
202	155	156	2	4
203	156	156.5	8	3
