1	2	3	#
2	3	4	2
3	4	5.5	2
4	5.5	6	0
5	6	7	-2
6	7	8	-2
7	8	10	4
8	10	11	-2
9	11	12	-2
10	12	13.5	2
11	13.5	14	2
12	14	15	-2
13	15	16	-2
14	16	18	-3
15	18	19	0
16	19	20	3
17	20	21.5	2
18	21.5	22	2
19	22	23	-2
20	23	24	-2
21	24	25	-3
22	25	26	-2
23	26	27	2
24	27	28	3
25	28	32	2
26	32	33.5	0
27	33.5	34	0
28	34	35	-2
29	35	36	2
30	36	37.5	2
31	37.5	38	0
32	38	39	-2
33	39	40	-2
34	40	41.5	4
35	41.5	42	0
36	42	43	-2
37	43	44	-2
38	44	45.5	2
39	45.5	46	2
40	46	47	-2
41	47	48	-2
42	48	50	-3
43	50	51	0
44	51	52	3
45	52	53.5	2
46	53.5	54	2
47	54	55	-2
48	55	56	-2
49	56	57.5	-3
50	57.5	58	-2
51	58	59	2
52	59	60	3
53	60	62	0
54	62	63	0
