1	2	3	#
2	3	4	2
3	4	6	2
4	6	7	0
5	7	8	3
6	8	10	-2
7	10	11	0
8	11	12	4
9	12	13.5	-2
10	13.5	14	2
11	14	15	-2
12	15	16	-2
13	16	20	-1
14	20	21.5	3
15	21.5	22	2
16	22	23	-2
17	23	24	-2
18	24	26	-1
19	26	27	0
20	27	28	3
21	28	30	-2
22	30	31	0
23	31	32	-1
24	32	34	-2
25	34	36	5
26	36	40	-3
27	40	42	0
28	42	43	-4
29	43	44	2
30	44	46	2
31	46	47	0
32	47	48	3
33	48	50	-2
34	50	51	0
35	51	52	4
36	52	53.5	-2
37	53.5	54	2
38	54	55	-2
39	55	56	-2
40	56	60	-1
41	60	61.5	3
42	61.5	62	2
43	62	63	-2
44	63	64	-2
45	64	66	-1
46	66	67	0
47	67	68	3
48	68	70	-2
49	70	71	0
50	71	72	-1
51	72	74	-2
52	74	76	2
53	76	80	-4
54	80	82	0
55	82	83	0
56	83	84	4
57	84	87	-2
58	87	88	2
59	88	91	1
60	91	92	-3
61	92	95	2
62	95	96	1
63	96	98	2
64	98	99	0
65	99	100	0
66	100	102	2
67	102	104	0
68	104	106	3
69	106	107	-1
70	107	108	-2
71	108	112	-2
72	112	114	0
73	114	115	-7
74	115	116	2
75	116	118	2
76	118	119	0
77	119	120	3
78	120	122	-2
79	122	123	0
80	123	124	4
81	124	125.5	-2
82	125.5	126	2
83	126	127	-2
84	127	128	-2
85	128	131	-1
86	131	132	0
87	132	133.5	3
88	133.5	134	2
89	134	135	-2
90	135	136	-2
91	136	138	-1
92	138	139	0
93	139	140	3
94	140	142	-2
95	142	143	0
96	143	144	-1
97	144	146	-2
98	146	148	2
99	148	152	-4
100	152	154	0
