1	2	3	#
2	3	5	3
3	5	6	2
4	6	7.5	2
5	7.5	8	2
6	8	9	-2
7	9	11	-2
8	11	12	-3
9	12	13.5	-4
10	13.5	14	2
11	14	15	2
12	15	17	1
13	17	18	-3
14	18	19.5	0
15	19.5	20	-1
16	20	21	1
17	21	23	2
18	23	24	-3
19	24	26	-4
20	26	27	5
21	27	29	3
22	29	30	2
23	30	31.5	2
24	31.5	32	2
25	32	33	-2
26	33	35	-2
27	35	36	-3
28	36	37.5	-4
29	37.5	38	2
30	38	39	2
31	39	40.5	1
32	40.5	41	-1
33	41	42	-2
34	42	43.5	-1
35	43.5	44	-2
36	44	45	2
37	45	48	1
38	48	51	0
39	51	54	10
40	54	55.5	0
41	55.5	56	-1
42	56	57	-2
43	57	59	-2
44	59	60	-3
45	60	61.5	-4
46	61.5	62	2
47	62	63	2
48	63	65	1
49	65	66	-3
50	66	67.5	0
51	67.5	68	-1
52	68	69	1
53	69	71	2
54	71	72	-3
55	72	75	-4
56	75	78	15
57	78	79.5	0
58	79.5	80	-1
59	80	81	-2
60	81	83	-2
61	83	84	-3
62	84	85.5	-4
63	85.5	86	2
64	86	87	2
65	87	88.5	1
66	88.5	89	-1
67	89	90	-2
68	90	91.5	-1
69	91.5	92	-2
70	92	93	2
71	93	96	1
72	96	98	0
73	99	100	0
74	102	104	3
75	104	105	2
76	105	106.5	2
77	106.5	107	2
78	107	108	-2
79	108	110	-2
80	110	111	-3
81	111	112.5	-4
82	112.5	113	2
83	113	114	2
84	114	116	1
85	116	117	-3
86	117	118.5	0
87	118.5	119	-1
88	119	120	1
89	120	122	2
90	122	123	-3
91	123	125	-4
92	125	126	5
93	126	128	3
94	128	129	2
95	129	130.5	2
96	130.5	131	2
97	131	132	-2
98	132	134	-2
99	134	135	-3
100	135	136.5	-4
101	136.5	137	2
102	137	138	2
103	138	139.5	1
104	139.5	140	-1
105	140	141	-2
106	141	142.5	-1
107	142.5	143	-2
108	143	144	2
109	144	147	1
110	147	150	0
111	150	153	10
112	153	154.5	0
113	154.5	155	-1
114	155	156	-2
115	156	158	-2
116	158	159	-3
117	159	160.5	-4
118	160.5	161	2
119	161	162	2
120	162	164	1
121	164	165	-3
122	165	166.5	0
123	166.5	167	-1
124	167	168	1
125	168	170	2
126	170	171	-3
127	171	174	-4
128	174	177	15
129	177	178.5	0
130	178.5	179	-1
131	179	180	-2
132	180	182	-2
133	182	183	-3
134	183	184.5	-4
135	184.5	185	2
136	185	186	2
137	186	187.5	1
138	187.5	188	-1
139	188	189	-2
140	189	190.5	-1
141	190.5	191	-2
142	191	192	2
143	192	195	1
144	195	197	0
