1	2	3	#
2	3	4.5	5
3	4.5	5	4
4	5	6	-4
5	6	8	7
6	8	9	-12
7	9	10.5	5
8	10.5	11	2
9	11	12	-3
10	12	13	-2
11	13	14	-2
12	14	15	0
13	15	16.5	7
14	16.5	17	2
15	17	18	-2
16	18	20	5
17	20	20.5	-5
18	20.5	21	2
19	21	22	1
20	22	23	-1
21	23	24	-2
22	24	26	-2
23	26	27	-5
24	27	28.5	5
25	28.5	29	4
26	29	30	-4
27	30	32	7
28	32	33	-12
29	33	34.5	5
30	34.5	35	2
31	35	36	-3
32	36	37	-2
33	37	38	-2
34	38	39	0
35	39	40.5	7
36	40.5	41	2
37	41	42	-2
38	42	44	5
39	44	44.5	-5
40	44.5	45	2
41	45	46	1
42	46	47	-1
43	47	48	-2
44	48	50	-2
45	50	50.5	2
46	50.5	51	2
47	51	52	1
48	52	52.5	0
49	52.5	53	-1
50	53	53.5	-2
51	53.5	54	3
52	54	56	-1
53	56	57	-4
54	57	57.5	2
55	57.5	58	3
56	58	58.5	-1
57	58.5	59	-2
58	59	59.5	-2
59	59.5	60	-1
60	60	62	1
61	62	62.5	-3
62	62.5	63	2
63	63	64	1
64	64	64.5	0
65	64.5	65	-1
66	65	65.5	-2
67	65.5	66	3
68	66	68	-1
69	68	69	0
70	69	69.5	1
71	69.5	70	-1
72	70	70.5	-2
73	70.5	71	2
74	71	71.5	1
75	71.5	72	-3
76	72	74	5
77	74	75	-7
78	75	76.5	5
79	76.5	77	4
80	77	78	-4
81	78	80	7
82	80	81	-12
83	81	82.5	5
84	82.5	83	2
85	83	84	-3
86	84	85	-2
87	85	86	-2
88	86	87	0
89	87	88.5	7
90	88.5	89	2
91	89	90	-2
92	90	91	5
93	91	92	-5
94	92	93	2
95	93	94	1
96	94	95	-1
97	95	96	-2
98	96	98	-2
