1	2	3	#
2	3	4	0
3	4	5	0
4	5	6	0
5	6	7.5	0
6	7.5	8	0
7	8	9	-2
8	9	10	-1
9	10	12	-2
10	11	13	-2
11	12	13	2
12	13	14	-7
13	14	16	0
14	16	18	0
15	18	19	0
16	19	20	0
17	20	22	12
18	22	23.5	0
19	23.5	24	0
20	24	25	-2
21	25	26	-1
22	26	27	-2
23	27	28	-2
24	28	32	2
25	34	35	-7
26	35	36	0
27	36	37	12
28	37	39	0
29	39	39.5	0
30	39.5	40	0
31	40	42	-2
32	41	42	-1
33	42	43	-2
34	43	45	2
35	44	45	1
36	45	47	0
37	47	47.5	0
38	47.5	48	0
39	48	50	-1
40	49	50	-2
41	50	51	-2
42	51	52	0
43	52	54	9
44	54	55.5	0
45	55.5	56	0
46	56	57	0
47	57	58	-2
48	58	60	-2
49	59	60	-1
50	60	64	-2
51	64	68	0
52	74	75	5
53	75	76	0
54	76	77.5	0
55	77.5	78	0
56	78	79	0
57	79	80	0
58	80	81	-2
59	81	82	-1
60	82	83	-2
61	83	84	-2
62	84	85	2
63	85	86	-7
64	86	87	0
65	87	88	0
66	88	90	0
67	90	91	0
68	91	92	0
69	92	93	12
70	93	94	0
71	94	95.5	0
72	95.5	96	0
73	96	97	-2
74	97	98	-1
75	98	99	-4
76	99	100	0
77	100	104	2
78	106	107	7
79	107	108	-2
80	108	109	0
81	109	110	0
82	110	111	0
83	111	112	0
84	112	113	-2
85	113	114	-1
86	114	115	-2
87	115	116	2
88	116	117	1
89	117	118	0
90	118	119	0
91	119	120	0
92	120	122	-1
93	121	122	-2
94	122	123	-2
95	123	124	0
96	124	126	9
97	126	127.5	0
98	127.5	128	0
99	128	129	0
100	129	130	-2
101	130	132	-2
102	131	132	-1
103	132	136	-2
104	139	140	2
105	140	141	1
106	141	143	0
107	143	144	0
108	144	147	0
109	147	148	2
110	148	149	-3
111	149	151	-2
112	151	151.5	2
113	151.5	152	-2
114	152	156	-2
115	156	157	5
116	157	159	0
117	159	160	0
118	160	162	-1
119	162	164	-4
120	164	168	2
121	171	172	2
122	172	173.5	1
123	173.5	174	0
124	174	175	0
125	175	176	0
126	176	178	0
127	178	179	0
128	179	180	-3
129	180	181.5	2
130	181.5	182	-2
131	182	183	2
132	183	184	-2
133	184	186	-2
134	188	189	9
135	189	190	0
136	190	191	0
137	191	192	0
138	192	194	-4
139	194	196	-1
140	196	200	-2
141	202	203	5
142	203	204	0
143	204	205	0
144	205	206	0
145	206	207.5	0
146	207.5	208	0
147	208	209	-2
148	209	210	-1
149	210	212	-2
150	211	213	-2
151	212	213	2
152	213	214	-7
153	214	216	0
154	216	218	0
155	218	219	0
156	219	220	0
157	220	222	12
158	222	223.5	0
159	223.5	224	0
160	224	225	-2
161	225	226	-1
162	226	227	-2
163	227	228	-2
164	228	232	2
165	234	235	-7
166	235	236	0
167	236	237	12
168	237	239	0
169	239	239.5	0
170	239.5	240	0
171	240	242	-2
172	241	242	-1
173	242	243	-2
174	243	245	2
175	244	245	1
176	245	247	0
177	247	247.5	0
178	247.5	248	0
179	248	250	-1
180	249	250	-2
181	250	251	-2
182	251	252	0
183	252	254	9
184	254	255.5	0
185	255.5	256	0
186	256	257	0
187	257	258	-2
188	258	260	-2
189	259	260	-1
190	260	264	-2
191	264	268	0
192	274	275	5
193	275	276	0
194	276	277.5	0
195	277.5	278	0
196	278	279	0
197	279	280	0
198	280	281	-2
199	281	282	-1
200	282	283	-2
201	283	284	-2
202	284	285	2
203	285	286	-7
204	286	287	0
205	287	288	0
206	288	290	0
207	290	291	0
208	291	292	0
209	292	293	12
210	293	294	0
211	294	295.5	0
212	295.5	296	0
213	296	297	-2
214	297	298	-1
215	298	299	-4
216	299	300	0
217	300	304	2
218	306	307	7
219	307	308	-2
220	308	309	0
221	309	310	0
222	310	311	0
223	311	312	0
224	312	313	-2
225	313	314	-1
226	314	315	-2
227	315	316	2
228	316	317	1
229	317	318	0
230	318	319	0
231	319	320	0
232	320	322	-1
233	321	322	-2
234	322	323	-2
235	323	324	0
236	324	326	9
237	326	327.5	0
238	327.5	328	0
239	328	329	0
240	329	330	-2
241	330	332	-2
242	331	332	-1
243	332	336	-2
244	339	340	2
245	340	341	1
246	341	343	0
247	343	344	0
248	344	347	0
249	347	348	2
250	348	349	-3
251	349	351	-2
252	351	351.5	2
253	351.5	352	-2
254	352	356	-2
255	356	357	5
256	357	359	0
257	359	360	0
258	360	362	-1
259	362	364	-4
260	364	368	2
261	371	372	2
262	372	373.5	1
263	373.5	374	0
264	374	375	0
265	375	376	0
266	376	378	0
267	378	379	0
268	379	380	-3
269	380	381.5	2
270	381.5	382	-2
271	382	383	2
272	383	384	-2
273	384	386	-2
274	388	389	9
275	389	390	0
276	390	391	0
277	391	392	0
278	392	394	-4
279	394	396	-1
280	396	400	-2
281	402	403	5
282	403	404	0
283	404	408	-5
284	411	412	-5
285	412	414	12
286	414	415.5	0
287	415.5	416	0
288	416	417	0
289	417	418	-2
290	418	419	-2
291	419	420	-1
292	420	424	-2
