1	0	2	#
2	2	4	3
3	4	4.5	2
4	4.5	5	-2
5	5	6	-3
6	6	6.5	0
7	6.5	7	1
8	7	7.5	0
9	7.5	8	1
10	8	10	1
11	10	12	9
12	12	12.5	-2
13	12.5	13	-2
14	13	15	-3
15	16	17.5	5
16	17.5	18	-5
17	18	19.5	5
18	19.5	20	-5
19	20	20.5	5
20	20.5	21	-5
21	21	21.5	5
22	21.5	22	-5
23	22	24	5
24	24	24.5	-5
25	24.5	25	-1
26	25	25.5	1
27	25.5	26	1
28	26	27	1
29	27	28	8
30	28	29	-2
31	29	30	-8
32	30	32	-2
33	32	34	9
34	34	35.5	-4
35	35.5	36	-5
36	36	37	4
37	37	38	0
38	38.5	39	0
39	39	39.5	-2
40	39.5	40	-2
41	40	41	4
42	41	42	0
43	42.5	43	-2
44	43	43.5	-5
45	43.5	44	3
46	44	45	2
47	45	46	0
48	46.5	47	-5
49	47	47.5	1
50	47.5	48	1
51	48	49	1
52	49	50	12
53	50	51	-2
54	51	52	-1
55	52	53	-2
56	53	54	-5
57	54.5	55	0
58	55	55.5	2
59	55.5	56	1
60	56	56.5	4
61	56.5	58	-2
62	58	59.5	-3
63	59.5	60	-4
64	60	63	5
