#	Title	Perfect Day
#	Source Filename	Lou Reed - Perfect Day.xml
0	6	4	3	0	major
6	12	9	3	1	minor
12	18	4	3	0	major
18	24	9	3	1	minor
24	30	9	3	1	minor
30	36	2	3	0	major
36	42	7	3	0	major
42	48	0	3	0	major
48	54	5	3	0	major
54	60	2	3	1	minor
60	66	4	3	0	major
66	72	4	3	0	major
72	78	9	3	1	minor
78	84	2	3	0	major
84	90	7	3	0	major
90	96	0	3	0	major
96	102	5	3	0	major
102	108	2	3	1	minor
108	114	4	3	0	major
114	120	4	3	0	major
120	126	9	3	1	minor
126	132	2	3	0	major
132	138	7	3	0	major
138	144	0	3	0	major
144	150	5	3	0	major
150	156	2	3	1	minor
156	162	4	3	0	major
162	168	4	3	0	major
168	174	9	3	1	minor
174	180	2	3	0	major
180	186	7	3	0	major
186	192	0	3	0	major
192	198	5	3	0	major
198	204	2	3	1	minor
204	210	4	3	0	major
210	222	4	3	0	major
222	228	0	3	0	major
228	234	5	3	0	major
234	240	4	3	1	minor
240	243	5	3	0	major
243	246	5	3	0	major
246	252	0	3	0	major
252	258	7	3	0	major
258	261	9	3	1	minor
261	264	7	3	0	major
264	270	5	3	0	major
270	273	9	3	1	minor
273	276	7	3	0	major
276	282	5	3	0	major
282	288	4	3	1	minor
288	294	10	3	0	major
294	297	5	3	0	major
297	299	5	3	0	major
299	300	5	3	0	major
300	306	4	3	1	minor
306	312	10	3	0	major
312	315	5	3	0	major
315	317	5	3	0	major
317	318	5	3	0	major
