1	2	3	#
2	3	4	5
3	4	5	0
4	5	6	0
5	6	8	0
6	8	9	0
7	9	10	2
8	10	11	0
9	11	12	0
10	12	13	0
11	13	14	0
12	14	15	0
13	15	16	2
14	16	17	0
15	17	18	0
16	18	20	0
17	20	21	0
18	21	22	1
19	22	23	0
20	23	24	0
21	24	26	0
22	26	27	-1
23	27	28	0
24	28	29	0
25	29	30	1
26	30	33	-1
27	33	36	-2
28	36	37	-2
29	38	39	0
30	39	40	5
31	40	41	0
32	41	42	0
33	42	44	0
34	44	45	0
35	45	46	0
36	46	47	4
37	47	48	-4
38	48	49	0
39	49	50	-1
40	50	51	0
41	51	52	0
42	52	53	0
43	53	54	0
44	54	56	3
45	56	57	-3
46	57	58	0
47	58	59	-2
48	59	60	-2
49	60	63	2
50	63	64	0
51	65	66	-7
52	66	67	5
53	67	68	0
54	68	69	0
55	69	71	0
56	71	72	0
57	72	73	2
58	73	74	0
59	74	75	0
60	75	76	0
61	76	77	0
62	77	78	0
63	78	79	2
64	79	80	0
65	80	81	0
66	81	83	3
67	83	84	-3
68	84	85	0
69	85	86	-2
70	86	87	-3
71	87	90	1
72	90	91	0
73	92	93	-5
74	93	94	5
75	94	95	0
76	95	96	0
77	96	98	0
78	98	99	0
79	99	100	2
80	100	101	0
81	101	102	0
82	102	103	0
83	103	104	0
84	104	105	0
85	105	106	2
86	106	107	0
87	107	108	0
88	108	110	0
89	110	111	0
90	111	112	1
91	112	113	0
92	113	114	0
93	114	116	0
94	116	117	-1
95	117	118	0
96	118	119	0
97	119	120	1
98	120	123	-1
99	123	126	-2
100	126	127	-2
101	128	129	0
102	129	130	5
103	130	131	0
104	131	132	0
105	132	134	0
106	134	135	0
107	135	136	0
108	136	137	4
109	137	138	-4
110	138	139	0
111	139	140	-1
112	140	141	0
113	141	142	0
114	142	143	0
115	143	144	0
116	144	146	3
117	146	147	-3
118	147	148	0
119	148	149	-2
120	149	150	-2
121	150	153	2
122	153	154	0
123	155	156	-7
124	156	157	5
125	157	158	0
126	158	159	0
127	159	161	0
128	161	162	0
129	162	163	2
130	163	164	0
131	164	165	0
132	165	166	0
133	166	167	0
134	167	168	0
135	168	169	2
136	169	170	0
137	170	171	0
138	171	173	3
139	173	174	-3
140	174	175	0
141	175	176	-2
142	176	177	-3
143	177	180	1
144	180	181	0
145	182	183	-5
