1	2	3	#
2	3	4	5
3	4	5	0
4	5	6	4
5	6	7	-2
6	7	8	0
7	8	9	3
8	9	10	-6
9	10	11	0
10	11	12	3
11	12	14	-2
12	14	15	-5
13	15	16	5
14	16	17	0
15	17	18	4
16	18	18.5	-2
17	18.5	19	0
18	19	20	0
19	20	21	3
20	21	22	-6
21	22	23	0
22	23	24	3
23	24	26	-2
24	26	27	7
25	27	28	-5
26	28	29	0
27	29	30	5
28	30	30.5	-3
29	30.5	31	0
30	31	32	0
31	32	33	3
32	33	34	-2
33	34	35	0
34	35	36	-1
35	36	38	-2
36	38	39	-7
37	39	40	5
38	40	40.5	0
39	40.5	41	2
40	41	41.5	2
41	41.5	42	1
42	42	42.5	2
43	42.5	43	0
44	43	44	-3
45	44	45	-4
46	45	46	5
47	46	47	-3
48	47	48	-3
49	48	51	1
