1	2	3	#
2	3	4	1
3	4	5	3
4	5	6	-3
5	6	7	5
6	7	8	-2
7	8	9	-3
8	9	10	5
9	10	11	-2
10	11	12	-3
11	12	14	3
12	14	15	1
13	15	16	1
14	16	17	3
15	17	18	-3
16	18	19	3
17	19	20	2
18	20	21	2
19	21	24	-7
20	24	27	0
21	27	28	-5
22	28	29	3
23	29	30	-3
24	30	31	5
25	31	32	-2
26	32	33	-3
27	33	34	5
28	34	35	-2
29	35	36	-3
30	36	38	3
31	38	39	1
32	39	40	1
33	40	41	3
34	41	42	-3
35	42	43	3
36	43	44	2
37	44	45	2
38	45	48	-7
39	48	51	0
40	51	52	-5
41	52	53	3
42	53	54	-3
43	54	56	5
44	56	57	-2
45	57	58	-3
46	58	59	3
47	59	60	-3
48	60	63	3
49	63	64	2
50	64	65	3
51	65	66	-3
52	66	67	3
53	67	68	2
54	68	69	2
55	69	72	-7
56	72	75	0
57	75	76	-5
58	76	77	3
59	77	78	-3
60	78	79	5
61	79	80	-2
62	80	81	-3
63	81	82	5
64	82	84	-2
65	84	87	0
66	87	88	2
67	88	89	3
68	89	90	-3
69	90	91	3
70	91	92	2
71	92	93	2
72	93	96	-7
73	96	99	0
74	99	100	-5
75	100	101	3
76	101	102	-3
77	102	104	5
78	104	105	-2
79	105	106	-3
80	106	107	3
81	107	108	-3
82	108	110	5
83	110	111	-2
84	111	112	2
85	112	113	3
86	113	114	-3
87	114	116	5
88	116	117	-2
89	117	118	-3
90	118	119	3
91	119	120	-3
92	120	123	7
93	123	124	-12
94	124	125	3
95	125	126	-3
96	126	127	5
97	127	128	-2
98	128	129	-3
99	129	130	5
100	130	131	-2
101	131	132	-3
102	132	134	3
103	134	134.5	-3
104	134.5	135	1
105	135	136	2
106	136	137	0
107	137	138	0
108	138	139	0
109	139	140	0
110	140	141	0
111	141	144	0
112	144	147	0
113	147	147.75	4
114	147.75	148.5	1
115	148.5	149.25	-1
116	149.25	150	-2
117	150	150.75	-2
118	150.75	151.5	-3
119	151.5	152.25	-2
120	152.25	153	-2
121	153	154	2
122	154	155	2
123	155	156	0
124	156	159	0
125	159	159.75	7
126	159.75	160.5	1
127	160.5	161.25	-1
128	161.25	162	-2
129	162	162.75	-2
130	162.75	163.5	-3
131	163.5	164.25	0
132	164.25	165	-4
133	165	166	2
134	166	167	2
135	167	168	0
136	168	169	-2
137	169	171	2
138	171	171.75	7
139	171.75	172.5	1
140	172.5	173.25	0
141	173.25	174	-1
142	174	174.75	0
143	174.75	175.5	1
144	175.5	176.25	0
145	176.25	177	-1
146	177	178	5
147	178	179	-7
148	179	180	0
149	180	182	0
150	182	183	0
151	183	184	7
152	184	185	0
153	185	186	0
154	186	187	0
155	187	188	0
156	188	189	0
157	189	192	0
158	192	195	0
159	197	198	-13
160	198	199	1
161	199	200	3
162	200	201	-3
163	201	202	5
164	202	203	-2
165	203	204	-3
166	204	205	5
167	205	206	-2
168	206	207	-3
169	207	209	3
170	209	210	1
171	210	211	1
172	211	212	3
173	212	213	-3
174	213	214	3
175	214	215	2
176	215	216	2
177	216	219	-7
178	219	222	0
179	222	223	-5
180	223	224	3
181	224	225	-3
182	225	226	5
183	226	227	-2
184	227	228	-3
185	228	229	5
186	229	230	3
187	230	231	2
188	231	233	2
189	233	233.5	-12
190	233.5	234	1
191	234	235	2
192	235	236	0
193	236	237	0
194	237	238	0
195	238	239	0
196	239	240	0
197	240	243	0
198	243	246	0
