1	2	3	#
2	3	4	10
3	4	5	-1
4	5	6	0
5	6	7	-2
6	7	8	-2
7	8	9	0
8	9	10	0
9	10	11	-1
10	11	12	5
11	12	14	-7
12	14	15	-5
13	15	16	12
14	16	17	0
15	17	18	0
16	18	19	0
17	19	20	2
18	20	21	-2
19	21	22	0
20	22	24	-2
21	24	26	0
22	26	27	0
23	27	28.5	7
24	28.5	29	-2
25	29	30	-3
26	30	32	0
27	32	33	-2
28	33	34.5	3
29	34.5	35	-1
30	35	36	-5
31	36	38	3
32	38	39	-2
33	39	40	-1
34	40	41	7
35	41	42	-2
36	42	43	-2
37	43	44	-6
38	44	45	1
39	45	46	7
40	46	48	-2
41	48	48.5	0
42	49	50	-7
43	50	51	1
44	51	52	1
45	52	53	7
46	53	54	-1
47	54	56	-1
48	56	57	2
49	57	60	-4
50	60	63	-1
51	63	66	-2
52	66	69	-2
53	69	72	14
54	72	74	0
55	74	75	-2
56	75	76	-2
57	76	77	-1
58	77	78	-5
59	78	80	3
60	80	81	-2
61	81	84	-1
62	84	87	5
63	87	90	0
64	90	92	0
65	92	93	-1
66	93	96	-1
67	96	97	0
68	97	98	-7
69	98	99	1
70	99	100	1
71	100	101	7
72	101	102	-1
73	102	104	-1
74	104	105	2
75	105	108	-4
76	108	111	-1
77	111	114	-2
78	114	117	-2
79	117	120	14
80	120	122	0
81	122	123	-2
82	123	124	-2
83	124	125	0
84	125	126	0
85	126	127	0
86	127	128	-1
87	128	129	-2
88	129	132	10
89	132	134	-1
90	134	135	-2
91	135	136	-1
92	136	137	3
93	137	138	-2
94	138	139	-2
95	139	140.5	7
96	140.5	141	-2
97	141	144	0
98	144	145	0
