#	Title	Morning Has Broken
#	Source Filename	traditional Irish tune , Eleanor Farjeon 1931 - Morning Has Broken.xml
3	6	0	3	0	major
6	9	2	3	1	minor
9	12	7	3	0	major
12	15	5	3	0	major
15	21	0	3	0	major
21	24	4	3	1	minor
24	27	9	3	1	minor
27	30	2	3	0	major
30	36	7	3	0	major
36	39	0	3	0	major
39	45	5	3	0	major
45	48	0	3	0	major
48	51	9	3	1	minor
51	54	2	3	0	major
54	57	7	3	0	major
57	60	0	3	0	major
60	63	5	3	0	major
63	66	7	3	0	dominant
66	69	0	3	0	major
69	72	5	3	0	major
72	75	7	3	0	major
75	78	4	3	0	major
78	81	9	3	1	minor
81	84	7	3	0	major
84	87	0	3	0	major
87	93	7	3	0	dominant
93	96	0	3	0	major
96	99	2	3	1	minor
99	102	7	3	0	major
102	105	5	3	0	major
105	111	0	3	0	major
111	114	4	3	1	minor
114	117	9	3	1	minor
117	120	2	3	0	major
120	126	7	3	0	major
126	129	0	3	0	major
129	135	5	3	0	major
135	138	0	3	0	major
138	141	9	3	1	minor
141	144	2	3	0	major
144	147	7	3	0	major
147	150	0	3	0	major
150	153	5	3	0	major
153	156	7	3	0	dominant
156	159	0	3	0	major
159	162	5	3	0	major
162	165	7	3	0	major
165	168	4	3	0	major
168	171	9	3	1	minor
171	174	7	3	0	major
174	177	0	3	0	major
177	180	7	3	0	dominant
180	183	9	3	1	minor
183	186	5	3	0	major
186	189	11	3	1	minor
189	192	7	3	0	major
192	195	2	3	0	major
195	201	9	3	0	dominant
201	204	0	3	0	major
204	207	2	3	1	minor
207	210	7	3	0	major
210	213	5	3	0	major
213	219	0	3	0	major
219	222	3	3	0	major
222	225	9	3	1	minor
225	228	2	3	0	dominant
228	234	7	3	0	major
234	237	0	3	0	major
237	243	5	3	0	major
243	246	0	3	0	major
246	249	9	3	1	minor
249	252	2	3	0	major
252	255	7	3	0	major
255	258	0	3	0	major
258	261	5	3	0	major
261	264	7	3	0	dominant
264	267	0	3	0	major
