1	1	1.5	#
2	1.5	2	-2
3	2	2.5	2
4	2.5	3	-2
5	3	3.5	-2
6	3.5	4	2
7	4	4.5	2
8	4.5	5.5	3
9	5.5	6	-3
10	6	7	0
11	9	9.5	0
12	9.5	10	-2
13	10	10.5	2
14	10.5	11	-2
15	11	11.5	2
16	11.5	12	3
17	12	12.5	2
18	12.5	13.5	-2
19	13.5	13.75	-3
20	13.75	14	-2
21	14	16	-2
22	16.5	17	-3
23	17	17.5	3
24	17.5	18	-3
25	18	18.5	3
26	18.5	19	-3
27	19	19.5	3
28	19.5	20	2
29	20	20.5	2
30	20.5	21.5	-4
31	21.5	22	2
32	22	23	-2
33	23	24	2
34	24.5	25	0
35	25	25.5	0
36	25.5	26	-2
37	26	27	2
38	27	27.5	0
39	27.5	28	-2
40	28	28.5	2
41	28.5	29.5	2
42	29.5	30	3
43	30	30.5	0
44	30.5	31	-5
45	31	31.25	2
46	31.25	31.5	-2
47	31.5	32	-2
48	33	33.5	4
49	33.5	34	-2
50	34	34.5	2
51	34.5	35	-2
52	35	35.5	-2
53	35.5	36	2
54	36	36.5	2
55	36.5	37.5	3
56	37.5	38	-3
57	38	39	0
58	41	41.5	0
59	41.5	42	-2
60	42	42.5	2
61	42.5	43	-2
62	43	43.5	2
63	43.5	44	3
64	44	44.5	2
65	44.5	45.5	-2
66	45.5	45.75	-3
67	45.75	46	-2
68	46	48	-2
69	48.5	49	-3
70	49	49.5	3
71	49.5	50	-3
72	50	50.5	3
73	50.5	51	-3
74	51	51.5	3
75	51.5	52	4
76	52	52.5	0
77	52.5	53.5	-2
78	53.5	54	-2
79	54	54.5	0
80	54.5	55	-3
81	55	55.5	3
82	55.5	56	0
83	56	56.5	2
84	56.5	57	0
85	57	57.5	0
86	57.5	58	-2
87	58	58.5	4
88	58.5	59	-7
89	59	60	3
90	60	61	0
91	69.5	70	-3
92	70	70.5	0
93	70.5	71	3
94	71	71.5	-3
95	71.5	72	5
96	72	73	0
97	73.5	73.75	-5
98	73.75	74	0
99	74.5	75	3
100	75	75.5	-3
101	75.5	76	5
102	76	76.5	-7
103	76.5	78	0
104	78	80	0
105	82.5	83	0
106	83	83.5	2
107	83.5	84	3
108	84	84.5	2
109	84.5	85	0
110	85	85.5	-2
111	85.5	86	2
112	86	86.5	0
113	86.5	87	2
114	88.5	89	-4
115	89	89.5	0
116	89.5	90	0
117	90	90.5	4
118	90.5	91	3
119	91	91.5	0
120	91.5	92	2
121	92	92.5	0
122	92.5	93.5	-2
123	93.5	94	-3
124	94	96	0
125	96	98	0
126	98.5	99	0
127	99	99.5	0
128	99.5	100	0
129	100	100.5	0
130	100.5	101.5	3
131	101.5	102	2
132	102	103	0
133	105	105.5	-5
134	105.5	106	0
135	106	106.5	0
136	106.5	107.5	0
137	107.5	108	0
138	108	109.5	-2
139	109.5	109.75	2
140	109.75	110	-2
141	110	112	-2
142	114.5	115	-3
143	115	115.5	3
144	115.5	116	0
145	116	117	2
146	117	117.5	2
147	117.5	118	-7
148	118	120	0
149	121.5	122	12
150	122	122.5	0
151	122.5	123	0
152	123	123.5	0
153	123.5	124	2
154	124	126	-2
155	126	126.5	0
156	126.5	128	-2
157	128	130	0
158	130.5	132	2
