#	Title	The House I Live In
#	Source Filename	Earl Robinson, Lewis Allan - The House I Live In.xml
0	4	4
4	4	4
8	4	4
12	4	4
16	4	4
20	4	4
24	4	4
28	4	4
32	4	4
36	4	4
40	4	4
44	4	4
48	4	4
52	4	4
56	4	4
60	4	4
64	3	4
67	3	4
70	3	4
73	3	4
76	3	4
79	3	4
82	4	4
86	4	4
90	4	4
94	4	4
98	4	4
102	4	4
106	4	4
110	4	4
114	4	4
118	4	4
122	4	4
126	4	4
130	4	4
134	4	4
138	4	4
142	4	4
146	4	4
150	4	4
154	4	4
158	4	4
162	4	4
166	4	4
170	4	4
174	4	4
178	4	4
182	4	4
186	4	4
190	4	4
194	4	4
198	4	4
202	4	4
206	4	4
210	4	4
214	4	4
218	4	4
222	4	4
226	4	4
230	4	4
234	4	4
238	4	4
242	4	4
246	4	4
250	4	4
254	4	4
258	4	4
262	4	4
266	4	4
270	4	4
274	4	4
278	4	4
282	4	4
286	2	4
288	2	2
290	2	2
292	2	2
294	4	4
298	4	4
302	4	4
306	4	4
