1	0	2	#
2	2	3	0
3	3	4	0
4	4	5	0
5	5	6	4
6	6	7	3
7	7	8	0
8	8	9	2
9	9	10	-4
10	10	11	-3
11	11	12	-2
12	12	13	-1
13	13	14	3
14	14	15	-7
15	15	16	0
16	16	17.5	5
17	17.5	18	0
18	18	20	0
19	20	21	0
20	21	22	4
21	22	23	3
22	23	24	0
23	24	25	2
24	25	26	-4
25	26	27	-3
26	27	28	-3
27	28	30	1
28	32	34	2
29	34	35	2
30	35	36	1
31	36	37	2
32	37	38	-3
33	38	40	-4
34	40	42	2
35	42	43	2
36	43	44	1
37	44	45	2
38	45	46	-3
39	46	48	-4
40	48	49	0
41	49	50	4
42	50	51	3
43	51	52	5
44	52	53	-1
45	53	54	-2
46	54	55	-2
47	55	56	-2
48	56	57	-1
49	57	58	-2
50	58	59	-2
51	59	60	-1
52	60	63	1
53	63	64	-5
54	64	66	5
55	66	67	0
56	67	68	0
57	68	69	0
58	69	70	4
59	70	71	3
60	71	72	0
61	72	73	2
62	73	74	-4
63	74	75	-3
64	75	76	-2
65	76	77	-1
66	77	78	3
67	78	79	-7
68	79	80	0
69	80	82	5
70	82	83	0
71	83	84	0
72	84	85	0
73	85	86	4
74	86	87	3
75	87	88	0
76	88	89	2
77	89	90	-4
78	90	91	-3
79	91	92	-3
80	92	96	1
81	96	98	2
82	98	99	2
83	99	100	1
84	100	101	2
85	101	102	-3
86	102	104	-4
87	104	106	2
88	106	107	2
89	107	108	1
90	108	109	2
91	109	110	-3
92	110	112	-4
93	112	113	0
94	113	114	4
95	114	115	3
96	115	116	5
97	116	117	-1
98	117	118	-2
99	118	119	-2
100	119	120	-2
101	120	121	-1
102	121	122	-2
103	122	123	-2
104	123	124	-1
105	124	128	1
