1	2	3	#
2	3	3.33333	0
3	3.33333	3.66667	1
4	3.66667	4	-1
5	4	4.5	3
6	4.5	7.5	0
7	10	11	-7
8	11	11.3333	0
9	11.3333	11.6667	2
10	11.6667	12	-2
11	12	16	4
12	18	19	-9
13	19	19.3333	0
14	19.3333	19.6667	2
15	19.6667	20	-2
16	20	20.5	7
17	20.5	23.5	0
18	26	27	0
19	27	27.3333	0
20	27.3333	27.6667	-2
21	27.6667	28	-1
22	28	32	1
23	34	35	4
24	35	35.3333	0
25	35.3333	35.6667	1
26	35.6667	36	-1
27	36	36.5	3
28	36.5	39.5	0
29	42	43	-7
30	43	43.3333	0
31	43.3333	43.6667	2
32	43.6667	44	-2
33	44	48	4
34	50	51	-9
35	51	51.3333	0
36	51.3333	51.6667	2
37	51.6667	52	-2
38	52	52.5	7
39	52.5	55.5	0
40	58	59	0
41	59	59.3333	0
42	59.3333	59.6667	-2
43	59.6667	60	-1
44	60	64	1
45	66	67	2
46	67	67.3333	-2
47	67.3333	67.6667	2
48	67.6667	68	-2
49	68	68.5	-3
50	68.5	71.5	-2
51	74	75	7
52	75	75.3333	0
53	75.3333	75.6667	-2
54	75.6667	76	-3
55	76	80	3
56	82	83	2
57	83	83.3333	-2
58	83.3333	83.6667	2
59	83.6667	84	-2
60	84	84.5	-3
61	84.5	87.5	-2
62	88.5	89	9
63	89	89.5	0
64	89.5	90	0
65	90	90.5	0
66	90.5	91.5	-2
67	91.5	92	-2
68	92	96	2
69	98	99	2
70	99	99.3333	0
71	99.3333	99.6667	1
72	99.6667	100	-1
73	100	100.5	3
74	100.5	103.5	0
75	106	107	-7
76	107	107.333	0
77	107.333	107.667	2
78	107.667	108	-2
79	108	112	4
80	114	115	-9
81	115	115.333	0
82	115.333	115.667	2
83	115.667	116	-2
84	116	116.5	7
85	116.5	119.5	0
86	122	123	0
87	123	123.333	0
88	123.333	123.667	-2
89	123.667	124	-1
90	124	126	1
