#	Title	What's going on in Brazil
#	Title	Franco Micalizzi - What's going on in Brazil.xml
1	0	1	7	4
2	1	2	6	4
3	2	3	7	4
4	3	4	6	4
5	4	5	7	4
6	5	6	6	4
7	6	7	7	4
8	7	7.5	6	4
9	7.5	8	7	4
10	8	8.5	7	4
11	8.5	9	6	4
12	9	9.5	7	4
13	9.5	11.5	0	5
14	11.5	12	7	4
15	12	13	5	4
16	13	14	3	4
17	14	15	5	4
18	15	15.5	6	4
19	15.5	16	7	4
20	16	17	3	4
21	17	18	3	4
22	18	20	0	4
23	20	21	7	4
24	21	22	6	4
25	22	23	7	4
26	23	24	6	4
27	24	25	7	4
28	25	26	6	4
29	26	27	7	4
30	27	27.5	6	4
31	27.5	28	7	4
32	28	29	10	4
33	29	30	11	4
34	30	30.5	10	4
35	30.5	31	2	5
36	31	32	0	5
37	32	33	7	4
38	33	34	6	4
39	34	35	7	4
40	35	36	10	4
41	36	37	7	4
42	37	38	7	4
43	38	39	7	4
44	40	41	0	5
45	41	42	11	4
46	42	43	10	4
47	43	44	7	4
48	44	45	3	4
49	45	46	0	4
50	48	49	8	4
51	49	50	5	4
52	50	51	7	4
53	51	52	3	4
54	52	53	5	4
55	53	54	10	4
56	54	55	9	4
57	55	56	8	4
58	56	57	5	4
59	57	58	1	5
60	58	59	10	4
61	59	60	3	4
62	60	61	3	4
63	61	62	5	4
64	62	63	6	4
65	63	64	7	4
