1	2	3	#
2	3	4	1
3	4	6	2
4	6	8	4
5	8	9	-2
6	9	10	-2
7	10	11	-3
8	11	12	-2
9	12	14	2
10	14	16	0
11	16	17	0
12	17	18	3
13	18	19	-3
14	19	20	-2
15	20	21	2
16	21	22	3
17	22	23	-3
18	23	24	-2
19	24	25	2
20	25	27	8
21	27	28	-8
22	28	32	3
23	32	34	0
24	34	35	2
25	35	36	2
26	36	38	1
27	38	40	0
28	40	41	0
29	41	43	2
30	43	44	-3
31	44	46	-2
32	46	48	0
33	48	50	-2
34	50	51	-3
35	51	52	2
36	52	54	1
37	54	56	0
38	56	57	0
39	57	59	2
40	59	60	-3
41	60	64	1
42	64	65	0
43	66	67	-3
44	67	68	1
45	68	70	2
46	70	72	4
47	72	73	-2
48	73	74	-2
49	74	75	-3
50	75	76	-2
51	76	78	2
52	78	80	0
53	80	81	0
54	81	82	3
55	82	83	-3
56	83	84	-2
57	84	85	2
58	85	86	3
59	86	87	-3
60	87	88	-2
61	88	89	2
62	89	91	8
63	91	92	-8
64	92	96	3
65	96	98	0
66	98	99	2
67	99	100	2
68	100	102	1
69	102	104	0
70	104	105	0
71	105	107	2
72	107	108	-3
73	108	110	-1
74	110	112	0
75	112	114	-1
76	114	115	-2
77	115	116	-2
78	116	118	-1
79	118	120	0
80	120	121	-2
81	121	123	10
82	123	124	-1
83	124	128	1
84	130	131	-8
85	131	132	1
