1	2	3	#
2	3	4	-1
3	4	6	3
4	6	7	-2
5	7	8	-1
6	8	12	-1
7	12	13	-2
8	13	16	1
9	16	18	0
10	18	19	0
11	19	20	-1
12	20	22	2
13	22	23	-1
14	23	24	-1
15	24	28	-1
16	28	29	-3
17	29	32	1
18	32	36	0
19	36	37	-1
20	37	38	1
21	38	39	2
22	39	40	2
23	40	44	1
24	44	45	4
25	45	46	-2
26	46	47	-1
27	47	48	3
28	48	52	-2
29	52	53	-5
30	53	54	2
31	54	55	2
32	55	56	1
33	56	58	2
34	58	59	-1
35	59	60	1
36	60	61	2
37	61	62	-2
38	62	63	-4
39	63	63.5	-1
40	63.5	64	-2
41	66	67	5
42	67	68	-1
43	68	70	3
44	70	71	-2
45	71	72	-1
46	72	76	-1
47	76	77	-2
48	77	80	1
49	82	83	0
50	83	84	-2
51	84	86	3
52	86	87	-1
53	87	88	-1
54	88	92	-1
55	92	93	-3
56	93	96	1
57	98	99	0
58	99	100	1
59	100	101	1
60	101	102	-2
61	102	103	2
62	103	104	2
63	104	107	-2
64	107	108	9
65	108	109	-2
66	109	110	-2
67	110	111	-3
68	111	112	-4
69	112	114	-1
70	114	115	10
71	115	116	1
72	116	118	1
73	118	119	-2
74	119	120	-2
75	120	122	-2
76	122	124	-6
77	124	125	12
78	125	128	1
79	128	130	0
