#	Title	Diz que fui por aí
#	Source Filename	Ze Keti & Hortencio Rocha -  Diz que fui por ai.xml
1	1	1	Se_al
2	3	1	guém
4	1	1	per
5	2	1	gun
6	3	1	tar
7	0	1	por
8	0	1	mim
10	0	1	Diz
11	0	1	que
12	0	1	fui
13	0	1	por
14	1	1	a
15	3	1	í
17	1	1	Le
18	2	1	van
19	3	1	do_um
20	1	1	vi
21	2	1	o
22	3	1	lão
24	1	1	Em
25	2	1	bai
26	3	1	xo
27	0	1	do
28	1	1	bra
30	3	1	ço
32	0	1	Em
33	1	1	qual
34	3	1	quer
35	1	1	es
36	2	1	qui
37	3	1	na
39	0	1	eu
40	1	1	pa
42	3	1	ro
43	0	1	Em
44	1	1	qual
45	3	1	quer
46	1	1	bo
47	2	1	te
48	3	1	quim
51	0	1	Eu
52	1	1	en
54	3	1	tro
55	1	1	Se_hou
56	3	1	ver
57	1	1	mo
58	2	1	ti
59	3	1	vo
61	0	1	É
62	0	1	mais
63	0	1	um
64	1	1	sam
65	3	1	ba
66	0	1	que_eu
67	1	1	fa
68	3	1	ço
70	0	1	Se
71	1	1	qui
72	2	1	se
73	3	1	rem
74	1	1	sa
75	3	1	ber
78	0	1	se_eu
79	1	1	vol
81	3	1	to
82	1	1	Di
83	3	1	ga
84	0	1	que
85	0	1	sim
86	0	1	Mas
87	0	1	só
88	1	1	de
89	3	1	pois
90	0	1	que
91	0	1	a
92	1	1	sau
93	2	1	da
95	3	1	de
96	0	1	Se_a
97	0	1	fas
98	0	1	tar
100	0	1	de
101	0	1	mim
103	0	1	Mas
104	0	1	só
105	1	1	de
106	3	1	pois
107	0	1	que
108	0	1	a
109	1	1	sau
110	2	1	da
112	3	1	de
113	1	1	Se_a
114	2	1	fas
115	3	1	tar
117	0	1	de
118	0	1	mim
120	1	1	Te
121	3	1	nho_um
122	1	1	vi
123	2	1	o
124	3	1	lão
126	1	1	pa
127	3	1	ra
128	0	1	me
129	1	1	a
130	2	1	com
131	2	1	pa
132	3	1	nhar
133	1	1	Te
134	3	1	nho
135	1	1	mui
136	3	1	tos
137	1	1	a
138	2	1	mi
140	3	1	gos
141	0	1	Eu
142	0	1	sou
143	1	1	po
144	2	1	pu
145	3	1	lar
147	1	1	Te
148	3	1	nho_a
149	1	1	ma
150	2	1	dru
151	2	1	ga
152	3	1	da
153	1	1	co
154	3	1	mo
155	1	1	com
156	2	1	pa
157	2	1	nhei
158	3	1	ra
159	0	1	A
160	1	1	sau
161	2	1	da
162	3	1	de
163	0	1	me
164	0	1	dói
166	0	1	No
167	0	1	meu
168	1	1	pei
169	3	1	to
170	0	1	me
171	0	1	rói
173	0	1	Eu
174	1	1	es
175	3	1	tou
176	0	1	na
177	1	1	ci
178	2	1	da
180	3	1	de_Eu
181	1	1	es
182	3	1	tou
183	0	1	na
184	1	1	fa
185	2	1	ve
187	3	1	la_Eu
188	1	1	es
189	3	1	tou
190	0	1	por
191	1	1	a
192	3	1	í
194	1	1	Sem
195	3	1	pre
196	1	1	pen
197	2	1	san
198	3	1	do
199	1	1	ne
200	3	1	la
