#	Title	Megy a gőzös
#	Source Filename	Hungarian song - Megy a gozos.xml
1	0	1	Megy
1	0	2	Ka
2	0	1	a
2	3	2	ni
3	1	1	gő
3	2	2	zsa
4	3	1	zös,
4	0	2	i,
5	0	1	megy
5	0	2	ka
6	0	1	a
6	3	2	ni
7	1	1	gő
7	2	2	zsa
8	3	1	zös
8	0	2	i
9	1	1	Ka
10	2	1	ni
11	2	1	zsá
12	3	1	ra,
13	1	2	Ka
14	2	2	ni
15	2	2	zsa
16	3	2	i,
17	1	2	ka
18	2	2	ni
19	2	2	zsa
20	3	2	i
21	1	2	ál
22	2	2	lo
23	2	2	más
24	3	2	ra,
25	1	1	E
26	3	1	löl
27	0	1	ül
28	0	1	a
29	1	1	ma
30	2	1	si
31	2	1	nisz
32	3	1	ta,
33	0	1	Ki
34	0	1	a
35	1	1	gő
36	3	1	zöst,
37	0	1	ki
38	0	1	a
39	1	1	gő
40	3	1	zöst
41	1	1	i
42	2	1	ga
43	2	1	zít
44	3	1	ja.
