1	2	3	#
2	3	5	3
3	5	6	-3
4	6	8	3
5	8	9	-3
6	9	12	-4
7	12	15	-5
8	15	16	5
9	16	17	-1
10	17	18	1
11	18	20	2
12	20	21	0
13	21	24	2
14	24	27	0
15	27	28	0
16	28	29	-2
17	29	30	2
18	30	32	1
19	32	33	0
20	33	36	2
21	36	39	-3
22	39	40	3
23	40	41	2
24	41	42	-2
25	42	44	-2
26	44	45	-1
27	45	48	0
28	48	51	-2
29	51	52	0
30	52	53	2
31	53	54	-2
32	54	56	3
33	56	57	0
34	57	60	-1
35	60	63	3
36	63	64	-2
37	64	65	2
38	65	66	-2
39	66	68	-1
40	68	69	-4
41	69	72	4
42	72	74	-2
43	74	75	2
44	75	77	3
45	77	78	-3
46	78	80	3
47	80	81	-3
48	81	84	1
49	84	87	4
50	87	88	-2
51	88	89	2
52	89	90	-2
53	90	92	-5
54	92	93	2
55	93	96	-4
56	96	98	0
