1	2	3	#
2	3	4	5
3	4	4.5	0
4	4.5	5	2
5	5	5.5	-2
6	5.5	6	-1
7	6	7	-2
8	7	8	0
9	8	9	0
10	9	10	5
11	10	10.5	0
12	10.5	11	2
13	11	11.5	-2
14	11.5	12	-2
15	12	13	-1
16	13	14	-4
17	14	15	0
18	15	16	9
19	16	16.5	0
20	16.5	17	1
21	17	17.5	-1
22	17.5	18	-2
23	18	19	-2
24	19	20	-3
25	20	20.5	-2
26	20.5	21	0
27	21	22	2
28	22	23	5
29	23	24	-3
30	24	26	1
31	26	27	-5
32	27	28	5
33	28	29	0
34	29	30	0
35	30	32	-1
36	32	33	0
37	33	34	1
38	34	35	-1
39	35	36	-2
40	36	38	-2
41	38	39	7
42	39	40	2
43	40	41	-2
44	41	42	-2
45	42	43	7
46	43	44	-12
47	44	44.5	0
48	44.5	45	0
49	45	46	2
50	46	47	5
51	47	48	-3
52	48	50	1
53	50	51	-5
54	51	52	5
55	52	52.5	0
56	52.5	53	2
57	53	53.5	-2
58	53.5	54	-1
59	54	55	-2
60	55	56	0
61	56	57	0
62	57	58	5
63	58	58.5	0
64	58.5	59	2
65	59	59.5	-2
66	59.5	60	-2
67	60	61	-1
68	61	62	-4
69	62	63	0
70	63	64	9
71	64	64.5	0
72	64.5	65	1
73	65	65.5	-1
74	65.5	66	-2
75	66	67	-2
76	67	68	-3
77	68	68.5	-2
78	68.5	69	0
79	69	70	2
80	70	71	5
81	71	72	-3
82	72	74	1
83	74	75	-5
84	75	76	5
85	76	77	0
86	77	78	0
87	78	80	-1
88	80	81	0
89	81	82	1
90	82	83	-1
91	83	84	-2
92	84	86	-2
93	86	87	7
94	87	88	2
95	88	89	-2
96	89	90	-2
97	90	91	7
98	91	92	-12
99	92	92.5	0
100	92.5	93	0
101	93	94	2
102	94	95	5
103	95	96	-3
104	96	98	1
105	98	99	-5
106	99	100	5
107	100	100.5	0
108	100.5	101	2
109	101	101.5	-2
110	101.5	102	-1
111	102	103	-2
112	103	104	0
113	104	105	0
114	105	106	5
115	106	106.5	0
116	106.5	107	2
117	107	107.5	-2
118	107.5	108	-2
119	108	109	-1
120	109	110	-4
121	110	111	0
122	111	112	9
123	112	112.5	0
124	112.5	113	1
125	113	113.5	-1
126	113.5	114	-2
127	114	115	-2
128	115	116	-3
129	116	116.5	-2
130	116.5	117	0
131	117	118	2
132	118	119	5
133	119	120	-3
134	120	122	1
