1	2	3	#
2	3	4	5
3	4	4.75	4
4	4.75	5	-1
5	5	5.75	1
6	5.75	6	-1
7	6	6.5	1
8	6.5	7	0
9	8	8.75	0
10	8.75	9	0
11	9	9.75	-1
12	9.75	10	1
13	10	10.75	1
14	10.75	11	0
15	11	11.75	-1
16	11.75	12	-1
17	12	14	-1
18	14	14.75	0
19	14.75	15	0
20	15	15.75	2
21	15.75	16	-1
22	16	19	-1
23	19.5	20	-1
24	20	20.75	1
25	20.75	21	-1
26	21	21.75	1
27	21.75	22	-1
28	22	23	1
29	23	23.75	0
30	23.75	24	-1
31	24	24.5	1
32	24.5	25.5	-1
33	25.5	26	1
34	26	27.5	2
35	27.5	28	-2
36	28	29	-2
37	29	30	0
38	30	30.5	-1
39	30.5	31.5	-2
40	31.5	32	-2
41	32	35	0
42	35.5	36	8
43	36	36.5	1
44	36.5	37.5	0
45	37.5	38	-1
46	38	38.5	1
47	38.5	39	0
48	40	40.75	0
49	40.75	41	-1
50	41	41.5	1
51	41.5	42	1
52	42	43.5	0
53	43.5	44	-1
54	44	45	-2
55	45	45.75	0
56	45.75	46	2
57	46	46.5	-2
58	46.5	47.5	-2
59	47.5	48	-3
60	48	51	0
61	51.5	52	3
62	52	52.75	2
63	52.75	53	-2
64	53	53.75	2
65	53.75	54	-2
66	54	54.75	3
67	54.75	55	-3
68	55	55.75	2
69	55.75	56	-2
70	56.5	57.5	4
71	57.5	58	0
72	58	59.5	1
73	59.5	60	-1
74	60	60.75	0
75	60.75	61	-2
76	61	61.75	-2
77	61.75	62	-3
78	62	63	3
79	63	63.5	2
80	63.5	64	-2
81	64	66	0
82	67.5	68	3
83	68	68.75	1
84	68.75	69	-2
85	69	69.75	-2
86	69.75	70	-3
87	70	71	3
88	71	71.5	2
89	71.5	72	-2
90	72	74	0
91	75	76	-5
92	76	78	5
93	78	78.5	0
94	80	82	-5
95	82	82.75	0
96	82.75	83	5
97	83	83.75	4
98	83.75	84	1
99	84	84.5	-1
100	84.5	86	-2
101	86	86.75	0
102	86.75	87	-3
103	87	87.75	-2
104	87.75	88	-1
105	88	90	-1
106	90	90.75	0
107	90.75	91	4
108	91	91.75	3
109	91.75	92	2
110	92	95	-4
111	95	96	-5
112	96	98	2
113	98	98.75	0
114	98.75	99	2
115	99	99.75	1
116	99.75	100	-3
117	100	100.5	-2
118	100.5	102	5
119	102	103	0
120	103	103.75	4
121	103.75	104	-1
122	104	105	1
123	105	106	-2
124	106	107	0
125	107	107.5	2
126	107.5	108	-2
127	108	111	0
128	111	112	-7
129	112	114	0
130	114	114.75	0
131	114.75	115	5
132	115	115.75	4
133	115.75	116	1
134	116	116.5	-1
135	116.5	118	-2
136	118	118.75	0
137	118.75	119	-3
138	119	119.75	-2
139	119.75	120	-1
140	120	122	-1
141	122	122.75	0
142	122.75	123	4
143	123	123.75	3
144	123.75	124	2
145	124	126	-4
146	126.5	127	0
147	127	127.75	-1
148	127.75	128	-1
149	128	129	-1
150	129	130	2
151	130	131	1
152	131	131.75	-3
153	131.75	132	-1
154	132	132.5	-1
155	132.5	133.5	5
156	133.5	134	4
157	134	135	0
158	135	135.75	0
159	135.75	136	-1
160	136	136.5	1
161	136.5	137.5	-2
162	137.5	138	-1
163	138	139	1
164	139	139.5	2
165	139.5	140	-4
166	140	142	0
167	143.5	144	3
168	144	144.5	1
169	144.5	145.5	-2
170	145.5	146	-1
171	146	147	1
172	147	147.5	2
173	147.5	148	-4
174	148	149	0
175	150	151	-5
176	151	152	5
177	152	152.75	4
178	152.75	153	-1
179	153	153.75	1
180	153.75	154	-1
181	154	154.5	1
182	154.5	155	0
183	156	156.75	0
184	156.75	157	0
185	157	157.75	-1
186	157.75	158	1
187	158	158.75	1
188	158.75	159	0
189	159	159.75	-1
190	159.75	160	-1
191	160	162	-1
192	162	162.75	0
193	162.75	163	0
194	163	163.75	2
195	163.75	164	-1
196	164	167	-1
197	167.5	168	-1
198	168	168.75	1
199	168.75	169	-1
200	169	169.75	1
201	169.75	170	-1
202	170	171	1
203	171	171.75	0
204	171.75	172	-1
205	172	172.5	1
206	172.5	173.5	-1
207	173.5	174	1
208	174	175.5	2
209	175.5	176	-2
210	176	177	-2
211	177	178	0
212	178	178.5	-1
213	178.5	179.5	-2
214	179.5	180	-2
215	180	183	0
216	183.5	184	8
217	184	184.5	1
218	184.5	185.5	0
219	185.5	186	-1
220	186	186.5	1
221	186.5	187	0
222	188	188.75	0
223	188.75	189	-1
224	189	189.5	1
225	189.5	190	1
226	190	191.5	0
227	191.5	192	-1
228	192	193	-2
229	193	193.75	0
230	193.75	194	2
231	194	194.5	-2
232	194.5	195.5	-2
233	195.5	196	-3
234	196	199	0
235	199.5	200	3
236	200	200.75	2
237	200.75	201	-2
238	201	201.75	2
239	201.75	202	-2
240	202	202.75	3
241	202.75	203	-3
242	203	203.75	2
243	203.75	204	-2
244	204.5	205.5	4
245	205.5	206	0
246	206	207.5	1
247	207.5	208	-1
248	208	208.75	0
249	208.75	209	-2
250	209	209.75	-2
251	209.75	210	-3
252	210	211	3
253	211	211.5	2
254	211.5	212	-2
255	212	214	0
256	215.5	216	3
257	216	216.75	1
258	216.75	217	-2
259	217	217.75	-2
260	217.75	218	-3
261	218	219	3
262	219	219.5	2
263	219.5	220	-2
264	220	222	0
265	223	224	-5
