#	Title	Long Cool Woman (Transcribed)
#	Source Filename	Allan Clarke, Roger Cook and Roger Greenaway - Long Cool Woman (Transcribed).xml
0	24	9	3	-1	
24	26	0	3	-1	
26	28	2	3	-1	
28	36	9	3	-1	
36	40	2	3	-1	7
40	42	0	3	-1	
42	44	2	3	-1	7
44	56	9	3	-1	
56	60	2	3	-1	7
60	62	0	3	-1	
62	64	2	3	-1	7
64	72	9	3	-1	
72	76	2	3	-1	7
76	78	0	3	-1	
78	80	2	3	-1	7
80	88	9	3	-1	
88	96	2	3	-1	7
96	108	4	3	-1	7
108	112	2	3	-1	
112	116	2	3	-1	7
116	117.5	0	3	-1	
117.5	120	2	3	-1	
120	128	9	3	-1	
128	132	2	3	-1	7
132	134	0	3	-1	
134	136	2	3	-1	
136	164	9	3	-1	
164	168	2	3	-1	7
168	170.5	0	3	-1	
170.5	172	2	3	-1	
172	180	9	3	-1	
180	184	2	3	-1	7
184	186	0	3	-1	
186	188	2	3	-1	7
188	200	9	3	-1	
200	204	2	3	-1	7
204	206	0	3	-1	
206	208	2	3	-1	
208	216	9	3	-1	
216	220	2	3	-1	7
220	222	0	3	-1	
222	224	2	3	-1	
224	236	9	3	-1	
236	240	2	3	-1	7
240	241.5	0	3	-1	
241.5	244	2	3	-1	
244	250	9	3	-1	
250	256	0	3	-1	
256	264	2	3	-1	7
264	268	9	3	-1	
268	272	2	3	-1	7
272	273.5	0	3	-1	
273.5	276	2	3	-1	
276	280	9	3	-1	
280	284	2	3	-1	
284	288	2	3	-1	7
288	290	0	3	-1	
290	292	2	3	-1	7
292	376	9	3	-1	
