1	2	3	#
2	3	4	1
3	4	6	2
4	6	7	-5
5	7	8	2
6	8	10	3
7	10	11	-5
8	11	12	2
9	12	14	3
10	14	15	5
11	15	16	-3
12	16	17	-2
13	17	18	-3
14	18	18.5	-2
15	18.5	19	-2
16	19	19.5	2
17	19.5	20	2
18	20	22	3
19	22	23	-5
20	23	24	2
21	24	26	3
22	26	27	-5
23	27	28	2
24	28	32	-4
25	32	33	0
26	34	35	4
27	35	36	1
28	36	38	2
29	38	39	-5
30	39	40	2
31	40	42	3
32	42	43	-5
33	43	44	2
34	44	46	3
35	46	47	5
36	47	48	-3
37	48	49	-2
38	49	50	-3
39	50	50.5	-2
40	50.5	51	-2
41	51	51.5	2
42	51.5	52	2
43	52	54	3
44	54	55	-5
45	55	56	2
46	56	58	3
47	58	59	7
48	59	60	2
49	60	61	0
50	61	62	-2
51	62	63	-2
52	63	64	0
53	64	67	0
54	68.5	69	0
55	69	69.5	0
56	69.5	70	0
57	70	70.5	0
58	70.5	71	2
59	71	71.5	-7
60	71.5	72	2
61	72	72.3333	3
62	72.3333	72.6667	2
63	72.6667	73	2
64	73	73.5	1
65	73.5	74	-1
66	74	76	-2
67	76.5	77	-2
68	77	77.5	0
69	77.5	78	0
70	78	78.5	0
71	78.5	79	2
72	79	79.5	-7
73	79.5	80	2
74	80	80.3333	3
75	80.3333	80.6667	2
76	80.6667	81	2
77	81	81.5	1
78	81.5	82	-1
79	82	84	-2
80	84.5	85	-2
81	85	85.5	0
82	85.5	86	0
83	86	86.5	0
84	86.5	87	2
85	87	87.5	-7
86	87.5	88	2
87	88.5	89	3
88	89	89.5	0
89	89.5	90	0
90	90	90.5	0
91	90.5	91	2
92	91	91.5	-7
93	91.5	92	2
94	92.5	93	3
95	93	93.5	0
96	93.5	94	0
97	94	94.5	0
98	94.5	95	2
99	95	95.5	-7
100	95.5	96	2
101	96	96.3333	3
102	96.3333	96.6667	2
103	96.6667	97	2
104	97	97.5	1
105	97.5	98	-1
106	98	98.5	-2
107	99	100	-10
108	100	102	12
109	102	103	-2
110	103	104	-2
111	104	106	2
112	106	107	2
113	107	108	1
114	108	110	-1
115	110	111	-2
116	111	112	-2
117	112	114	2
118	115	116	-10
119	116	118	12
120	118	119	-2
121	119	120	-2
122	120	122	4
123	122	123	-2
124	123	124	-2
125	124	128	2
126	128	129	0
127	130	131	-10
128	131	132	1
129	134	134.5	14
130	134.5	135	0
131	135	135.5	0
132	135.5	136	0
133	136	136.5	0
134	136.5	137	0
135	137	137.5	0
136	137.5	138	0
137	138	138.5	0
138	138.5	139	0
139	139	139.5	0
140	139.5	140	0
141	140	140.5	0
142	140.5	141	0
143	141	141.5	0
144	141.5	142	0
145	142	142.5	0
146	142.5	143	0
147	143	143.5	0
148	143.5	144	0
149	144	144.5	0
150	144.5	145	0
151	145	145.5	0
152	145.5	146	0
153	146	146.5	0
154	146.5	147	-2
155	147	147.5	-1
156	147.5	148	-2
157	148	148.5	-2
158	149	149.5	7
159	149.5	150	5
160	150	150.5	-12
