#	Title	I Want To Know What Love Is
#	Source Filename	Mick Jones - I Want To Know What Love Is.xml
7	0	1	I
8	0	1	got
9	0	1	ta
10	0	1	take
11	0	1	a
12	0	1	lit
13	0	1	tle
14	0	1	time,
16	0	1	a
17	0	1	lit
18	0	1	tle
19	0	1	time
20	0	1	to
21	0	1	think
22	0	1	things
23	0	1	o-
25	0	1	ver.
30	0	1	I
31	0	1	bet
32	0	1	ter
33	0	1	read
34	0	1	be
35	0	1	tween
36	0	1	the
37	0	1	lines,
39	0	1	in
40	0	1	case
41	0	1	I
42	0	1	need
43	0	1	it
44	0	1	when
45	0	1	I'm
46	0	1	o-
48	0	1	l-
49	0	1	der.
51	0	1	uh...
53	0	1	OOOh
54	0	1	OOh
55	0	1	OOOh...
56	0	1	Now
57	0	1	this
58	0	1	moun
59	0	1	tain
60	0	1	I
61	0	1	must
62	0	1	climb,
63	0	1	feels
64	0	1	like
65	0	1	the
66	0	1	world
67	0	1	u
68	0	1	pon
69	0	1	my
70	0	1	shoul
71	0	1	ders.
73	0	1	Through
74	0	1	the
75	0	1	clouds
76	0	1	I
77	0	1	see
78	0	1	love
79	0	1	shi
81	0	1	ne,
84	0	1	it
85	0	1	keeps
86	0	1	me
87	0	1	warm
88	0	1	as
90	0	1	life
91	0	1	grows
92	0	1	co
93	0	1	l-
94	0	1	der.
96	0	1	In
97	0	1	my
98	0	1	l
99	0	1	i-
100	0	1	fe
101	0	1	there's
102	0	1	been
103	0	1	heart
104	0	1	ache
105	0	1	and
106	0	1	pa
107	0	1	in;
108	0	1	I
109	0	1	don't
111	0	1	kn
112	0	1	o-
113	0	1	w
114	0	1	if
115	0	1	I
116	0	1	can
117	0	1	fa
118	0	1	ce
119	0	1	it
120	0	1	a
121	0	1	gain.
122	0	1	Can't
123	0	1	st
124	0	1	op
125	0	1	no
126	0	1	w,
127	0	1	I've
128	0	1	tra
129	0	1	velled
130	0	1	so
131	0	1	f-
133	0	1	ar,
135	0	1	to
136	0	1	change
137	0	1	this
138	0	1	lone
139	0	1	ly
140	0	1	l
141	0	1	i-
142	0	1	fe
147	0	1	I
148	0	1	want
149	0	1	to
150	0	1	know
151	0	1	what
152	0	1	love
153	0	1	is,
159	0	1	I
160	0	1	want
161	0	1	you
162	0	1	to
163	0	1	show
165	0	1	me.
171	0	1	I
172	0	1	want
173	0	1	to
174	0	1	feel
175	0	1	what
176	0	1	love
177	0	1	is,
183	0	1	I
184	0	1	know
185	0	1	you
186	0	1	can
187	0	1	show
189	0	1	me.
196	0	1	I'm
197	0	1	gon
198	0	1	na
199	0	1	take
200	0	1	a
201	0	1	lit
202	0	1	tle
203	0	1	time,
205	0	1	a
206	0	1	lit
207	0	1	tle
208	0	1	time
209	0	1	to
210	0	1	look
211	0	1	a-
212	0	1	round
213	0	1	me.
215	0	1	I've
216	0	1	got
217	0	1	no
218	0	1	where
219	0	1	left
220	0	1	to
221	0	1	hide,
223	0	1	it
224	0	1	looks
225	0	1	like
226	0	1	love
227	0	1	has
228	0	1	fi
229	0	1	nally
230	0	1	found
231	0	1	m
232	0	1	e-
234	0	1	I-
235	0	1	n
236	0	1	m
237	0	1	y
238	0	1	li
239	0	1	f-
240	0	1	e
241	0	1	there's
242	0	1	been
243	0	1	heart
244	0	1	ache
245	0	1	and
246	0	1	pa
247	0	1	in
249	0	1	I
250	0	1	don't
252	0	1	kn
253	0	1	o-
254	0	1	w
255	0	1	if
256	0	1	I
257	0	1	can
258	0	1	fa
259	0	1	ce
260	0	1	it
261	0	1	a
262	0	1	gain;
263	0	1	Can't
264	0	1	st
265	0	1	op
266	0	1	no
267	0	1	w,
268	0	1	I've
269	0	1	tra
270	0	1	velled
271	0	1	so
272	0	1	fa
274	0	1	r,
276	0	1	to
277	0	1	change
278	0	1	this
279	0	1	lone
280	0	1	ly
281	0	1	li
282	0	1	f-
283	0	1	e.
288	0	1	I
289	0	1	want
290	0	1	to
291	0	1	know
292	0	1	what
293	0	1	love
294	0	1	is,
300	0	1	I
301	0	1	want
302	0	1	you
303	0	1	to
304	0	1	show
306	0	1	me.
312	0	1	I
313	0	1	want
314	0	1	to
315	0	1	feel
316	0	1	what
317	0	1	love
318	0	1	is,
324	0	1	I
325	0	1	know
326	0	1	you
327	0	1	can
328	0	1	show
330	0	1	me.
336	0	1	I
337	0	1	want
338	0	1	to
339	0	1	know
340	0	1	what
341	0	1	love
342	0	1	is,
348	0	1	I
349	0	1	want
350	0	1	you
351	0	1	to
352	0	1	show
354	0	1	me.
360	0	1	I
361	0	1	want
362	0	1	to
363	0	1	feel
364	0	1	what
365	0	1	love
366	0	1	is,
372	0	1	I
373	0	1	know
374	0	1	you
375	0	1	can
