1	2	3	#
2	3	5	-3
3	5	6	-1
4	6	8	1
5	8	9	1
6	9	11	2
7	11	12	2
8	12	14	-2
9	14	15	0
10	15	17	5
11	17	18	-5
12	18	20	-2
13	20	21	-1
14	21	24	-2
15	24	25	0
16	26	27	3
17	27	29	-3
18	29	30	-1
19	30	32	1
20	32	33	2
21	33	35	1
22	35	36	-1
23	36	38	1
24	38	39	2
25	39	41	4
26	41	42	-2
27	42	44	-2
28	44	45	2
29	45	48	-5
30	48	49	0
31	50	51	3
32	51	53	-3
33	53	54	-1
34	54	56	1
35	56	57	1
36	57	59	2
37	59	60	2
38	60	62	-2
39	62	63	0
40	63	65	3
41	65	66	0
42	66	68	-1
43	68	69	-1
44	69	72	1
45	72	73	0
46	74	75	0
47	75	77	3
48	77	78	0
49	78	80	-1
50	80	81	-2
51	81	83	-2
52	83	84	-3
53	84	86	-4
54	86	87	4
55	87	89	-2
56	89	90	9
57	90	92	-2
58	92	93	-7
59	93	95	5
60	98	99	0
61	99	101	0
62	101	102	-2
63	102	105	-1
64	105	108	-4
65	108	110	0
66	110	111	12
67	111	113	0
68	113	114	-1
69	114	117	-2
70	117	120	-4
71	120	122	0
72	122	123	0
73	123	125	0
74	125	126	-1
75	126	129	-2
76	129	131	0
77	131	132	2
78	132	134	1
79	134	135	4
80	135	137	-2
81	137	138	-2
82	138	141	-1
83	141	144	0
84	144	145	0
85	146	147	3
86	147	149	0
87	149	150	-2
88	150	153	-1
89	153	156	-4
90	156	158	0
91	158	159	12
92	159	161	0
93	161	162	-1
94	162	165	-2
95	165	168	-4
96	168	170	0
97	170	171	0
98	171	173	0
99	173	174	4
100	174	177	-2
101	177	179	0
102	179	180	-3
103	180	182	3
104	182	183	-1
105	183	185	-1
106	185	186	-3
107	186	189	-2
108	189	192	0
109	192	193	0
110	194	195	7
111	195	197	0
112	197	198	-2
113	198	201	-1
114	201	204	-4
115	204	206	0
116	206	207	12
117	207	209	0
118	209	210	-1
119	210	213	-2
120	213	216	-4
121	216	218	0
122	218	219	0
123	219	221	0
124	221	222	-1
125	222	225	-2
126	225	227	0
127	227	228	2
128	228	230	1
129	230	231	4
130	231	233	-2
131	233	234	-2
132	234	237	-1
133	237	240	0
134	240	241	0
135	242	243	3
136	243	245	0
137	245	246	-2
138	246	249	-1
139	249	252	-4
140	252	254	0
141	254	255	12
142	255	257	0
143	257	258	-1
144	258	261	-2
145	261	264	-4
146	264	266	0
147	266	267	0
148	267	269	0
149	269	270	4
150	270	273	-2
151	273	275	0
152	275	276	-3
153	276	278	3
154	278	279	-1
155	279	281	-1
156	281	282	-3
157	282	285	-2
158	285	288	0
159	288	289	0
160	290	291	7
161	291	293	0
162	293	294	-2
163	294	297	-5
164	297	300	0
165	300	301	0
