1	2	3	#
2	3	4	1
3	4	7	2
4	7	8	0
5	8	9	2
6	9	10	-2
7	10	11	-1
8	11	12	1
9	12	14	-2
10	14	16	-1
11	16	18	0
12	18	19	2
13	19	20	1
14	20	23	9
15	23	24	0
16	24	25	0
17	25	26	0
18	26	27	-2
19	27	28	-2
20	28	32	-1
21	32	34	0
22	34	35	-9
23	35	36	2
24	36	39	1
25	39	40	0
26	40	41	2
27	41	42	-2
28	42	43	-1
29	43	44	-2
30	44	46	3
31	46	48	0
32	48	50	0
33	50	51	-1
34	51	52	1
35	52	55	9
36	55	56	-3
37	56	57	-4
38	57	58	2
39	58	59	-4
40	59	60	2
41	60	64	-3
42	64	66	0
43	66	67	0
44	67	68	1
45	68	71	2
46	71	72	0
47	72	74	2
48	74	76	-2
49	76	78	-2
50	78	80	-1
51	80	82	0
52	82	83	2
53	83	84	1
54	84	85	9
55	85	86	0
56	86	87	0
57	87	88	0
58	88	89	0
59	89	90	0
60	90	91	-2
61	91	92	-2
62	92	96	-3
63	96	98	0
64	98	99	0
65	99	100	2
66	100	103	1
67	103	104	-1
68	104	105	3
69	105	106	-2
70	106	107	-1
71	107	108	1
72	108	110	4
73	110	112	-9
74	112	114	0
75	114	115	-1
76	115	116	1
77	116	118	2
78	118	120	-4
79	120	122	6
80	122	124	-4
81	124	128	5
82	130	131	-8
83	131	132	1
84	132	135	2
85	135	136	0
86	136	137	2
87	137	138	-2
88	138	139	-1
89	139	140	1
90	140	142	-2
91	142	144	-1
92	144	146	0
93	146	147	2
94	147	148	1
95	148	151	9
96	151	152	0
97	152	153	0
98	153	154	0
99	154	155	-2
100	155	156	-2
101	156	160	-1
102	160	162	0
103	162	163	-9
104	163	164	2
105	164	167	1
106	167	168	0
107	168	169	2
108	169	170	-2
109	170	171	-1
110	171	172	-2
111	172	174	3
112	174	176	0
113	176	178	0
114	178	179	-1
115	179	180	1
116	180	183	9
117	183	184	-3
118	184	185	-4
119	185	186	2
120	186	187	-4
121	187	188	2
122	188	192	-3
123	192	194	0
124	194	195	0
125	195	196	1
126	196	199	2
127	199	200	0
128	200	202	2
129	202	204	-2
130	204	206	-2
131	206	208	-1
132	208	210	0
133	210	211	2
134	211	212	1
135	212	213	9
136	213	214	0
137	214	215	0
138	215	216	0
139	216	217	0
140	217	218	0
141	218	219	-2
142	219	220	-2
143	220	224	-3
144	224	226	0
145	226	227	0
146	227	228	2
147	228	231	1
148	231	232	-1
149	232	233	3
150	233	234	-2
151	234	235	-1
152	235	236	1
153	236	238	4
154	238	240	-9
155	240	242	0
156	242	243	-1
157	243	244	1
158	244	246	2
159	246	248	-4
160	248	250	6
161	250	252	-4
162	252	256	5
163	256	258	0
164	258	258.5	0
