#	Title	Apache
#	Source Filename	Jerry Lordon - Apache.xml
0.5	4	9	3	1	minor
4	6	2	3	0	major
6	12	9	3	1	minor
12	14	2	3	0	major
14	20	9	3	1	minor
20	24	2	3	0	major
24	36	9	3	1	minor
36	40	2	3	0	major
40	48	9	3	1	minor
48	52	2	3	1	minor
52	56	7	3	0	major
56	63	2	3	1	minor
63	64	4	3	0	dominant
64	68	9	3	1	minor
68	72	2	3	0	major
72	80	9	3	1	minor
80	88	5	3	0	major
88	96	9	3	1	minor
96	100	5	3	0	major
100	108	9	3	1	minor
108	112	5	3	0	major
112	116.5	7	3	0	dominant
116.5	118	0	3	0	major
118	124	9	3	1	minor
124	128	5	3	0	major
128	132	7	3	0	dominant
132	140	0	3	0	major
140	144	5	3	0	major
144	148	7	3	0	dominant
148	150	0	3	0	major
150	156	9	3	1	minor
156	160	5	3	0	major
160	168	9	3	1	minor
168	176	5	3	0	major
176	184	9	3	1	minor
184	188	9	3	1	minor
188	192	2	3	0	major
192	200	9	3	1	minor
200	204	9	3	1	minor
204	208	2	3	0	major
208	220	9	3	1	minor
220	224	2	3	1	minor
224	228	7	3	0	major
228	236	2	3	1	minor
236	240	9	3	1	minor
240	244	2	3	0	major
244	252	9	3	1	minor
252	256	5	3	0	major
256	260	7	3	0	dominant
260	261.5	0	3	0	major
261.5	268	9	3	1	minor
268	272	5	3	0	major
272	276	7	3	0	dominant
276	284	0	3	0	major
284	288	5	3	0	major
288	296	7	3	0	dominant
296	298.25	0	3	0	major
298.25	300	9	3	1	minor
300	308	5	3	0	major
308	316	9	3	1	minor
316	324	5	3	0	major
324	336.5	9	3	1	minor
336.5	338	2	3	0	major
338	344	9	3	1	minor
344	345.5	2	3	0	major
345.5	348	9	3	1	minor
348	349.75	2	3	0	major
349.75	352	9	3	1	minor
352	353.75	2	3	0	major
353.75	364	9	3	1	minor
