1	2	3	#
2	3	4	3
3	4	5.5	2
4	5.5	7.5	0
5	10	11	-5
6	11	12	3
7	12	13.5	2
8	13.5	15.5	0
9	18	19	-7
10	19	20	3
11	20	21.5	4
12	21.5	23.5	0
13	26	27	-7
14	27	28	3
15	28	32	4
16	32	34	0
17	34	35	-2
18	35	36	4
19	36	37.5	3
20	37.5	38	-2
21	38	39	0
22	40	42	0
23	42	43	-1
24	43	44	-2
25	44	45.5	3
26	45.5	46	-10
27	46	48	0
28	48	50	0
29	50	51	2
30	51	52	1
31	52	53.5	7
32	53.5	54	-10
33	54	56	0
34	56	58	0
35	58	59	10
36	59	60	-1
37	60	64	-2
38	64	65.5	0
39	65.5	67.5	0
40	70	71	-5
41	71	72	3
42	72	73.5	2
43	73.5	75.5	0
44	78	79	-7
45	79	80	3
46	80	81.5	4
47	81.5	83.5	0
48	86	87	-7
49	87	88	3
50	88	92	4
51	92	94	0
52	94	95	-2
53	95	96	4
54	96	97.5	3
55	97.5	98	-2
56	98	99	0
57	100	102	0
58	102	103	-1
59	103	104	-2
60	104	105.5	3
61	105.5	106	-10
62	106	108	0
63	108	110	0
64	110	111	2
65	111	112	1
66	112	113.5	7
67	113.5	114	-10
68	114	116	0
69	116	118	0
70	118	119	10
71	119	120	-1
72	120	124	-2
73	126	127	7
74	127	128	3
75	128	129.5	2
76	129.5	131.5	0
77	134	135	-5
78	135	136	3
79	136	137.5	2
80	137.5	139.5	0
81	142	143	-7
82	143	144	3
83	144	145.5	4
84	145.5	147.5	0
85	150	151	-7
86	151	152	3
87	152	156	4
88	156	158	0
89	158	159	-2
90	159	160	4
91	160	161.5	3
92	161.5	162	-2
93	162	163	0
94	164	166	0
95	166	167	-1
96	167	168	-2
97	168	169.5	3
98	169.5	170	-10
99	170	172	0
100	172	174	0
101	174	175	2
102	175	176	1
103	176	177.5	7
104	177.5	178	-10
105	178	180	0
106	180	182	0
107	182	183	10
108	183	184	-1
109	184	188	-2
110	190	191	-5
111	191	192	3
112	192	193.5	2
113	193.5	195.5	0
114	198	199	-5
115	199	200	3
116	200	201.5	2
117	201.5	203.5	0
118	206	207	-7
119	207	208	3
120	208	209.5	4
121	209.5	211.5	0
122	214	215	-7
123	215	216	3
124	216	220	4
125	220	222	0
126	222	223	-2
127	223	224	4
128	224	225.5	3
129	225.5	226	-2
130	226	227	0
131	228	230	0
132	230	231	-1
133	231	232	-2
134	232	233.5	3
135	233.5	234	-10
136	234	236	0
137	236	238	0
138	238	239	2
139	239	240	1
140	240	241.5	7
141	241.5	242	-10
142	242	244	0
143	244	246	0
144	246	247	10
145	247	248	-1
146	248	252	-2
147	254	255	-5
148	255	256	3
149	256	257.5	2
150	257.5	259.5	0
151	262	263	-5
152	263	264	3
153	264	265.5	2
154	265.5	267.5	0
155	270	271	-7
156	271	272	3
157	272	273.5	4
158	273.5	275.5	0
159	278	279	-7
160	279	280	3
161	280	284	4
162	284	286	0
163	286	287	-2
164	287	288	4
165	288	289.5	3
166	289.5	290	-2
167	290	291	0
168	292	294	0
169	294	295	-1
170	295	296	-2
171	296	297.5	3
172	297.5	298	-10
173	298	300	0
174	300	302	0
175	302	303	2
176	303	304	1
177	304	305.5	7
178	305.5	306	-10
179	306	308	0
180	308	310	0
181	310	311	10
182	311	312	-1
183	312	316	-2
