#	Title	Jailhouse Rock (Transcribed)
#	Source Filename	Jerry Leiber and Mike Stoller - Jailhouse Rock (Transcribed).xml
3	4	11	3	-1	
4	11	0	3	-1	
11	12	11	3	-1	
12	19	0	3	-1	
19	20	11	3	-1	
20	27	0	3	-1	
27	28	11	3	-1	
28	35	0	3	-1	
35	36	11	3	-1	
36	43	0	3	-1	
43	44	11	3	-1	
44	52	0	3	-1	
52	60	5	3	-1	7
60	68	0	3	-1	
68	72	7	3	-1	7
72	76	5	3	-1	7
76	78	0	3	-1	
78	80	5	3	-1	7
80	82	0	3	-1	
82	84	11	3	-1	
84	91	0	3	-1	
91	92	11	3	-1	
92	99	0	3	-1	
99	100	11	3	-1	
100	107	0	3	-1	
107	108	11	3	-1	
108	116	0	3	-1	
116	124	5	3	-1	7
124	132	0	3	-1	
132	136	7	3	-1	7
136	140	5	3	-1	7
140	142	0	3	-1	
142	144	5	3	-1	7
144	146	0	3	-1	
146	148	11	3	-1	
148	155	0	3	-1	
155	156	11	3	-1	
156	163	0	3	-1	
163	164	11	3	-1	
164	171	0	3	-1	
171	172	11	3	-1	
172	180	0	3	-1	
180	188	5	3	-1	7
188	196	0	3	-1	
196	200	7	3	-1	7
200	204	5	3	-1	7
204	206	0	3	-1	
206	208	5	3	-1	7
208	228	0	3	-1	
228	232	7	3	-1	7
232	236	5	3	-1	7
236	242	0	3	-1	
242	244	11	3	-1	
244	251	0	3	-1	
251	252	11	3	-1	
252	259	0	3	-1	
259	260	11	3	-1	
260	267	0	3	-1	
267	268	11	3	-1	
268	276	0	3	-1	
276	284	5	3	-1	7
284	292	0	3	-1	
292	296	7	3	-1	7
296	300	5	3	-1	7
300	302	0	3	-1	
302	304	5	3	-1	7
304	306	0	3	-1	
306	308	11	3	-1	
308	315	0	3	-1	
315	316	11	3	-1	
316	323	0	3	-1	
323	324	11	3	-1	
324	330	0	3	-1	
330	332	11	3	-1	
332	340	0	3	-1	
340	348	5	3	-1	7
348	356	0	3	-1	
356	360	7	3	-1	7
360	364	5	3	-1	7
364	366	0	3	-1	
366	368	5	3	-1	7
368	374	0	3	-1	
374	376	5	3	-1	7
376	382	0	3	-1	
382	384	5	3	-1	7
384	390	0	3	-1	
390	392	5	3	-1	7
392	398	0	3	-1	
398	400	5	3	-1	7
400	406	0	3	-1	
406	408	5	3	-1	7
408	412	0	3	-1	
412	416	9	3	-1	7
416	420	7	3	-1	7
420	424	0	3	-1	
424	426	5	3	-1	7
426	432	0	3	-1	
