1	2	3	#
2	3	5	0
3	5	5.5	-3
4	5.5	6	0
5	6	8	0
6	8	8.5	3
7	8.5	9	0
8	9	11	0
9	11	12	-2
10	12	15	-3
11	15	18	7
12	18	21	2
13	21	24	-4
14	24	25	0
15	26	27	0
16	27	28.5	0
17	28.5	29	-3
18	29	30	0
19	30	32	0
20	32	32.5	3
21	32.5	33	0
22	33	35	0
23	35	36	-2
24	36	39	-3
25	39	42	0
26	42	45	2
27	45	48	-4
28	48	49	0
29	51	52.5	12
30	52.5	53	0
31	53	54	0
32	54	56	0
33	56	57	0
34	57	59	0
35	59	59.5	-3
36	59.5	60	0
37	60	63	0
38	63	65	2
39	65	66	0
40	66	67.5	0
41	67.5	68	0
42	68	69	0
43	69	71	0
44	71	72	-4
45	72	75	0
46	75	77	-3
47	77	78	0
48	78	79.5	0
49	79.5	80	1
50	80	81	2
51	81	82	0
52	82	84	-2
53	84	87	-3
54	87	90	0
55	90	93	2
56	93	96	-4
57	96	99	0
