1	2	3	#
2	3	4	9
3	4	8	-2
4	8	9	0
5	9	10	-7
6	10	11	4
7	11	12	8
8	12	16	-5
9	16	17	0
10	18	19	-7
11	19	20	9
12	20	22	-2
13	22	23	-7
14	23	24	9
15	24	25	-2
16	25	26	-7
17	26	27	4
18	27	28	8
19	28	32	-5
20	32	34	0
21	35	35.5	0
22	35.5	36	0
23	36	37	2
24	37	37.5	3
25	37.5	38	0
26	38	39	0
27	39	39.5	-3
28	39.5	40	0
29	40	41	-2
30	41	41.5	5
31	41.5	42	0
32	42	43	0
33	43	43.5	-5
34	43.5	44	0
35	44	45	-2
36	45	45.5	4
37	45.5	46	0
38	46	47	-2
39	47	48	-2
40	48	49	-1
41	49	50	1
42	50	51.5	2
43	51.5	52	0
44	52	53	2
45	53	53.5	3
46	53.5	54	0
47	54	55	0
48	55	55.5	-3
49	55.5	56	0
50	56	57	-2
51	57	57.5	5
52	57.5	58	0
53	58	59	0
54	59	59.5	-5
55	59.5	60	0
56	60	61	-2
57	61	61.5	4
58	61.5	62	0
59	62	63	-2
60	63	64	-2
61	64	65	-1
62	65	66	-4
63	66	68	0
64	69	69.5	0
65	69.5	70	0
66	70	70.5	0
67	70.5	71	-1
68	71	72	1
69	72	76	2
70	76	77	0
71	77	77.5	0
72	77.5	78	0
73	78	78.5	0
74	78.5	79	-1
75	79	80	1
76	80	84	2
77	85	85.5	-4
78	85.5	86	0
79	86	86.5	0
80	86.5	87	-1
81	87	88	1
82	89	89.5	2
83	89.5	90	0
84	90	90.5	0
85	90.5	91	-1
86	91	92	1
87	93	93.5	3
88	93.5	94	0
89	94	94.5	-1
90	94.5	95	0
91	95	96	-2
92	96	98	-2
93	98	100	9
94	100	104	-2
95	104	105	0
96	105	105.5	-2
97	105.5	106	0
98	106	106.5	-1
99	106.5	107	0
100	107	108	-2
101	108	112	-2
102	112	113	0
103	114	115	0
104	115	116	9
105	116	120	-2
106	120	121	0
107	121	122	-7
108	122	123	4
109	123	124	8
110	124	128	-5
111	128	129	0
112	130	131	-7
113	131	132	9
114	132	134	-2
115	134	135	-7
116	135	136	9
117	136	137	-2
118	137	138	-7
119	138	139	4
120	139	140	8
121	140	144	-5
122	144	146	0
123	147	147.5	0
124	147.5	148	0
125	148	149	2
126	149	149.5	3
127	149.5	150	0
128	150	151	0
129	151	151.5	-3
130	151.5	152	0
131	152	153	-2
132	153	153.5	5
133	153.5	154	0
134	154	155	0
135	155	155.5	-5
136	155.5	156	0
137	156	157	-2
138	157	157.5	4
139	157.5	158	0
140	158	159	-2
141	159	160	-2
142	160	161	-1
143	161	162	1
144	162	163.5	2
145	163.5	164	0
146	164	165	2
147	165	165.5	3
148	165.5	166	0
149	166	167	0
150	167	167.5	-3
151	167.5	168	0
152	168	169	-2
153	169	169.5	5
154	169.5	170	0
155	170	171	0
156	171	171.5	-5
157	171.5	172	0
158	172	173	-2
159	173	173.5	4
160	173.5	174	0
161	174	175	-2
162	175	176	-2
163	176	177	-1
164	177	178	-4
165	178	180	0
166	181	181.5	0
167	181.5	182	0
168	182	182.5	0
169	182.5	183	-1
170	183	184	1
171	184	188	2
172	188	189	0
173	189	189.5	0
174	189.5	190	0
175	190	190.5	0
176	190.5	191	-1
177	191	192	1
178	192	196	2
179	197	197.5	-4
180	197.5	198	0
181	198	198.5	0
182	198.5	199	-1
183	199	200	1
184	201	201.5	2
185	201.5	202	0
186	202	202.5	0
187	202.5	203	-1
188	203	204	1
189	205	205.5	3
190	205.5	206	0
191	206	206.5	-1
192	206.5	207	0
193	207	208	-2
194	208	210	-2
195	210	212	9
196	212	216	-2
197	216	217	0
198	217	217.5	-2
199	217.5	218	0
200	218	218.5	-1
201	218.5	219	0
202	219	220	-2
203	220	224	-2
204	224	225	0
205	226	227	0
206	227	228	9
207	228	229	-9
208	230	231	0
209	231	232	9
210	232	236	-2
211	236	237	0
212	238	239	-7
213	239	240	12
214	240	244	-5
215	244	245	0
216	246	247	-7
217	247	248	12
