#	Title	Honky Tonk (Transcribed SAX BLUES)
#	Source Filename	Billy Butler, Henry Glover, Berisford Shepherd, Clifford Scott and Bill Doggett - Honky Tonk (Transcribed SAX BLUES).xml
4	8	0	3	-1	
8	12	5	3	-1	7
12	20	0	3	-1	
20	28	5	3	-1	7
28	36	0	3	-1	
36	40	7	3	-1	7
40	44	5	3	-1	7
44	50	0	3	-1	
50	52	7	3	-1	7
52	56	0	3	-1	
56	60	5	3	-1	7
60	68	0	3	-1	
68	76	5	3	-1	7
76	84	0	3	-1	
84	88	7	3	-1	7
88	92	5	3	-1	7
92	98	0	3	-1	
98	100	7	3	-1	7
100	104	0	3	-1	
104	108	5	3	-1	7
108	116	0	3	-1	
116	124	5	3	-1	7
124	132	0	3	-1	
132	136	7	3	-1	7
136	140	5	3	-1	7
140	145	0	3	-1	
145	148	7	3	-1	7
148	152	0	3	-1	
152	156	5	3	-1	7
156	164	0	3	-1	
164	172	5	3	-1	7
172	180	0	3	-1	
180	184	7	3	-1	7
184	188	5	3	-1	7
188	193	0	3	-1	
193	196	7	3	-1	7
196	200	0	3	-1	
200	204	5	3	-1	7
204	212	0	3	-1	
212	220	5	3	-1	7
220	228	0	3	-1	
228	232	7	3	-1	7
232	236	5	3	-1	7
236	242	0	3	-1	
242	244	7	3	-1	7
244	248	0	3	-1	
248	252	5	3	-1	7
252	260	0	3	-1	
260	268	5	3	-1	7
268	276	0	3	-1	
276	280	7	3	-1	7
280	284	5	3	-1	7
284	290	0	3	-1	
290	292	7	3	-1	7
292	296	0	3	-1	
296	300	5	3	-1	7
300	308	0	3	-1	
308	316	5	3	-1	7
316	324	0	3	-1	
324	328	7	3	-1	7
328	332	5	3	-1	7
332	338	0	3	-1	
338	340	7	3	-1	7
340	344	0	3	-1	
344	348	5	3	-1	7
348	356	0	3	-1	
356	364	5	3	-1	7
364	372	0	3	-1	
372	376	7	3	-1	7
376	380	5	3	-1	7
380	386	0	3	-1	
386	388	7	3	-1	7
388	392	0	3	-1	
392	396	5	3	-1	7
396	404	0	3	-1	
404	412	5	3	-1	7
412	420	0	3	-1	
420	424	7	3	-1	7
424	428	5	3	-1	7
428	434	0	3	-1	
434	436	7	3	-1	7
436	440	0	3	-1	
440	444	5	3	-1	7
444	452	0	3	-1	
452	460	5	3	-1	7
460	468	0	3	-1	
468	472	7	3	-1	7
472	476	5	3	-1	7
476	482	0	3	-1	
482	484	7	3	-1	7
484	488	0	3	-1	
488	492	5	3	-1	7
492	500	0	3	-1	
500	508	5	3	-1	7
508	516	0	3	-1	
516	520	7	3	-1	7
520	524	5	3	-1	7
524	530	0	3	-1	
530	532	7	3	-1	7
532	536	0	3	-1	
536	540	5	3	-1	7
540	548	0	3	-1	
548	556	5	3	-1	7
556	564	0	3	-1	
564	568	7	3	-1	7
568	572	5	3	-1	7
572	574	0	3	-1	
574	576	5	3	-1	7
576	584	0	3	-1	
