1	2	3	#
2	3	4.5	-7
3	4.5	5	2
4	5	5.5	2
5	5.5	6	3
6	6	8	5
7	8	9	4
8	9	10.5	-2
9	10.5	11	-2
10	11	11.5	-3
11	11.5	12	-4
12	12	14	-3
13	14	15	2
14	15	16.5	3
15	16.5	17	-5
16	17	17.5	1
17	17.5	18	1
18	18	20	3
19	20	21	4
20	21	24	-4
21	24	26	0
22	26	27	0
23	27	28.5	-7
24	28.5	29	2
25	29	29.5	2
26	29.5	30	3
27	30	32	5
28	32	33	4
29	33	34.5	-2
30	34.5	35	-2
31	35	35.5	-3
32	35.5	36	-4
33	36	38	-3
34	38	39	2
35	39	40.5	3
36	40.5	41	-5
37	41	41.5	1
38	41.5	42	1
39	42	44	3
40	44	45	2
41	45	48	3
42	48	50	0
43	50	51	-12
44	51	52.5	12
45	52.5	53	-2
46	53	53.5	-2
47	53.5	54	2
48	54	56	2
49	56	57	2
50	57	58.5	-2
51	58.5	59	-3
52	59	59.5	-2
53	59.5	60	2
54	60	62	-2
55	62	63	-7
56	63	64.5	12
57	64.5	65	-2
58	65	65.5	-2
59	65.5	66	2
60	66	68	2
61	68	69	2
62	69	70.5	-2
63	70.5	71	-3
64	71	71.5	-2
65	71.5	72	-3
66	72	74	-2
67	74	75	5
68	75	76.5	-7
69	76.5	77	2
70	77	77.5	2
71	77.5	78	3
72	78	80	5
73	80	80.5	2
74	80.5	81	2
75	81	82.5	-2
76	82.5	83	-2
77	83	83.5	-3
78	83.5	84	-4
79	84	86	-3
80	86	87	2
81	87	88.5	3
82	88.5	89	-5
83	89	89.5	1
84	89.5	90	1
85	90	92	3
86	92	93	2
87	93	96	3
88	96	98	0
